"","stationcode","objectid","originalid","toxbatchrecordid","sampledate","fieldreplicate","fieldsampleid","labsampleid","sampletypecode","matrixname","methodname","testduration","organismname","toxbatch","toxtestcomments","treatment","concentration","unittreatment","dilution","toxpointmethod","analytename","fractionname","wqsource","timepoint","unitanalytename","repcount","mean","stddev","statisticalmethod","alphavalue","probability","msd","evalthreshold","sigeffect","testqacode","labagencycode","toxsummarycomments","submissionid","lastchangedate","projectcode","record_origin","origin_lastupdatedate","record_publish","globalid","created_user","created_date","last_edited_user","last_edited_date","login_agency","login_email","login_owner","login_year","login_project","ceden_publish","masterid","latitude","longitude","huc","county","smcshed"
"377","SMC00464",282,858,119,2009-05-08,1,"","SGR0509186cer","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_SGR0509186_W_TOX","","None",0,"None",100,"None","Survival","None","Not Applicable","Day 7","%",10,80,42.16,"Fisher",0.05,0.5,-88,80,"NSG","None","ABCL","",3727,2010-07-23 10:01:32,NA,"SMC",2019-01-23 00:00:00,"true","{A25484E4-E427-4220-8B53-0CD99A53DA15}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00464",34.24152,-117.86683,405,"Los Angeles","San Gabriel"
"378","SMC00464",283,859,119,2009-05-08,1,"","SGR0509186cer","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_SGR0509186_W_TOX","","None",0,"None",100,"None","Young/female","None","Not Applicable","Day 7","Num/Rep",10,5,3.528,"T-test",0.05,0.09,3,80,"NSL","None","ABCL","",3727,2010-07-23 10:01:32,NA,"SMC",2019-01-23 00:00:00,"true","{D1D87489-5468-4C4E-A30D-72E225FB64C3}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00464",34.24152,-117.86683,405,"Los Angeles","San Gabriel"
"379","SMC00464",2834,4592,789,2014-06-04,1,"SGUR00464","SGR0614.030c","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_SGR0614.030cer_W_TOX",NA,"None",-88,"None",100,"None","Young/female","None","Not Applicable","Day 7","Num/Rep",10,26.4,9.991,"T-test",0.05,0.323,20,80,"NSG","None","ABCL",NA,5075,2014-10-20 10:28:32,NA,"SMC",2019-01-23 00:00:00,"true","{929407C1-5AF1-44F1-80C3-5EDCD2835801}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00464",34.24152,-117.86683,405,"Los Angeles","San Gabriel"
"380","SMC00464",2832,4590,789,2014-06-04,1,"SGUR00464","SGR0614.030c","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_SGR0614.030cer_W_TOX",NA,"None",-88,"None",100,"None","Survival","None","Not Applicable","Day 7","%",10,90,31.62,"Fisher",0.05,0.763,20,80,"NSG","None","ABCL",NA,5075,2014-10-20 10:28:32,NA,"SMC",2019-01-23 00:00:00,"true","{67E2C9EC-A543-45E5-A9B2-46E8CE3828B7}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00464",34.24152,-117.86683,405,"Los Angeles","San Gabriel"
"381","SMC00476",129,705,98,2009-06-08,1,"LAR00476","HT131847","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","09CerioEMD3","","None",0,"none",0,"None","Young/female","None","Not Applicable","Day 7","Num/Rep",10,25.9,4.175,"T-test",0.05,0.8379,5,80,"NSG","None","CLAEMD","",3727,2010-07-23 10:01:32,NA,"SMC",2019-01-23 00:00:00,"true","{A960AFE1-11B1-46B0-B073-12EC2D51FC19}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00476",34.24209,-118.13381,412,"Los Angeles","Los Angeles"
"382","SMC00476",128,704,98,2009-06-08,1,"LAR00476","HT131847","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","09CerioEMD3","","None",0,"none",0,"None","Survival","None","Not Applicable","Day 7","%",10,100,0,"Fisher",0.05,1,-88,80,"NSG","None","CLAEMD","",3727,2010-07-23 10:01:32,NA,"SMC",2019-01-23 00:00:00,"true","{3268061F-C97B-462E-BEDD-84F2AC1959E8}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00476",34.24209,-118.13381,412,"Los Angeles","Los Angeles"
"383","SMC00479",1294,2692,501,2011-07-13,2,"SMC00479","VCF0711097h","Grab","Samplewater","EPA 821/R-02-013M","7 days","HyAz","ABCL_VCF0711097hya_W_TOX",NA,"None",-88,"None",100,"None","Survival","None","Not applicable","Day 7","%",5,72,19.24,"T-test",0.05,0.024,-88,80,"SL","None","ABCL",NA,33,2016-11-01 14:11:23,NA,"SMC",2019-01-23 00:00:00,"true","{E19A9C60-F121-4EF9-93E1-BCEA963490CB}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00479",34.2634,-119.24095,407,"Ventura","Santa Clara"
"384","SMC00479",1290,2688,500,2011-07-13,1,"SMC00479","VCF0711096h","Grab","Samplewater","EPA 821/R-02-013M","7 days","HyAz","ABCL_VCF0711096hya_W_TOX",NA,"None",-88,"None",100,"None","Survival","None","Not applicable","Day 7","%",5,72,24.9,"T-test",0.05,0.07,-88,80,"NSG","None","ABCL",NA,33,2016-11-01 14:11:23,NA,"SMC",2019-01-23 00:00:00,"true","{05281650-5952-45A4-89AB-1F67BBAD8AAB}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00479",34.2634,-119.24095,407,"Ventura","Santa Clara"
"385","SMC00479",1292,2690,501,2011-07-13,2,"SMC00479","VCF0711097h","Grab","Samplewater","EPA 821/R-02-013M","7 days","HyAz","ABCL_VCF0711097hya_W_TOX",NA,"None",-88,"None",100,"None","Biomass (wt/orig indiv)","None","Not applicable","Day 7","mg/ind",5,0.07,0.02611,"T-test",0.05,0.993,0.02347,80,"NSG","None","ABCL",NA,33,2016-11-01 14:11:23,NA,"SMC",2019-01-23 00:00:00,"true","{FB229744-4CBA-4BD7-BA9B-B182DB94AC54}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00479",34.2634,-119.24095,407,"Ventura","Santa Clara"
"386","SMC00479",1288,2686,500,2011-07-13,1,"SMC00479","VCF0711096h","Grab","Samplewater","EPA 821/R-02-013M","7 days","HyAz","ABCL_VCF0711096hya_W_TOX",NA,"None",-88,"None",100,"None","Biomass (wt/orig indiv)","None","Not applicable","Day 7","mg/ind",5,0.0884,0.06868,"T-test",0.05,0.888,0.06006,80,"NSG","None","ABCL",NA,33,2016-11-01 14:11:23,NA,"SMC",2019-01-23 00:00:00,"true","{FFDE1FB7-DE45-4544-BD09-30A211C6D88E}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00479",34.2634,-119.24095,407,"Ventura","Santa Clara"
"387","SMC00480",286,862,120,2009-05-13,1,"","SGR0509216cer","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_SGR0509216_W_TOX","","None",0,"None",100,"None","Survival","None","Not Applicable","Day 7","%",10,100,0,"Fisher",0.05,1,-88,80,"NSG","None","ABCL","",3727,2010-07-23 10:01:32,NA,"SMC",2019-01-23 00:00:00,"true","{160EC482-FDE1-4026-8FE5-A1E5A0E3E61F}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00480",34.23434,-117.73155,405,"Los Angeles","San Gabriel"
"388","SMC00480",287,863,120,2009-05-13,1,"","SGR0509216cer","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_SGR0509216_W_TOX","","None",0,"None",100,"None","Young/female","None","Not Applicable","Day 7","Num/Rep",10,28.1,5.043,"T-test",0.05,0.903,4,80,"NSG","None","ABCL","",3727,2010-07-23 10:01:32,NA,"SMC",2019-01-23 00:00:00,"true","{4FAB8191-BD84-4E85-8F35-9D2A6CF01A51}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00480",34.23434,-117.73155,405,"Los Angeles","San Gabriel"
"389","SMC00480",290,866,121,2009-05-13,2,"","SGR0509217cer","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_SGR0509217_W_TOX","","None",0,"None",100,"None","Survival","None","Not Applicable","Day 7","%",10,100,0,"Fisher",0.05,1,-88,80,"NSG","None","ABCL","",3727,2010-07-23 10:01:32,NA,"SMC",2019-01-23 00:00:00,"true","{4EC10A2D-69E4-4AB1-BBFF-BCC27F051C7C}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00480",34.23434,-117.73155,405,"Los Angeles","San Gabriel"
"390","SMC00480",291,867,121,2009-05-13,2,"","SGR0509217cer","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_SGR0509217_W_TOX","","None",0,"None",100,"None","Young/female","None","Not Applicable","Day 7","Num/Rep",10,28.6,4.377,"T-test",0.05,0.771,4,80,"NSG","None","ABCL","",3727,2010-07-23 10:01:32,NA,"SMC",2019-01-23 00:00:00,"true","{75FEB110-2D58-4E5B-9CC6-57EA2DAC958E}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00480",34.23434,-117.73155,405,"Los Angeles","San Gabriel"
"391","SMC00520",2967,4725,815,2014-06-25,1,"LAR05020","HT194519-13","Grab","Samplewater","EPA 821/R-02-013","7 days","CeDu","14CerioEMD5",NA,"None",-88,"None",100,"None","Young/Female","None","Not applicable","Day 7","Num/rep",10,16.4,12.85,"T-test",0.05,0.5428,20,80,"NSG","None","CLAEMD","PMSD (50.1%) exceeded upper limit (47%) for test acceptability - result may be unreliable due to high variability.",5077,2014-10-30 14:42:08,NA,"SMC",2019-01-23 00:00:00,"true","{E91CE194-DFD0-44F9-AB60-0551D6B46301}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00520",34.29626,-118.28252,412,"Los Angeles","Los Angeles"
"392","SMC00520",95,671,96,2009-05-19,1,"LAR00520","HT131130","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","09CerioEMD1","","None",0,"none",0,"None","Survival","None","Not Applicable","Day 7","%",10,80,42.16,"Fisher",0.05,0.2368,-88,80,"NS","None","CLAEMD","",3727,2010-07-23 10:01:32,NA,"SMC",2019-01-23 00:00:00,"true","{4056259E-EE25-4BD0-8284-F108BC3670A0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00520",34.29626,-118.28252,412,"Los Angeles","Los Angeles"
"393","SMC00520",96,672,96,2009-05-19,1,"LAR00520","HT131130","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","09CerioEMD1","","None",0,"none",0,"None","Young/female","None","Not Applicable","Day 7","Num/Rep",10,10.1,7.564,"Wilcox",0.05,0.0011,-88,80,"SL","None","CLAEMD","",3727,2010-07-23 10:01:32,NA,"SMC",2019-01-23 00:00:00,"true","{7E9CF957-AC86-43A1-91E3-3E76A48D272C}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00520",34.29626,-118.28252,412,"Los Angeles","Los Angeles"
"394","SMC00520",2966,4724,815,2014-06-25,1,"LAR05020","HT194519-13","Grab","Samplewater","EPA 821/R-02-013","7 days","CeDu","14CerioEMD5",NA,"None",-88,"None",100,"None","Survival","None","Not applicable","Day 7","%",10,80,0.4216,"Fisher",0.05,0.5,20,80,"NSG","None","CLAEMD",NA,5077,2014-10-30 14:42:08,NA,"SMC",2019-01-23 00:00:00,"true","{E990FFEC-3EFA-4D37-A077-346E37677C4D}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00520",34.29626,-118.28252,412,"Los Angeles","Los Angeles"
"395","SMC00520",1875,3423,589,2012-06-12,1,"LAR00520","HT169942-4","Grab","Samplewater","EPA 821/R-02-013","7 days","CeDu","12CerioEMD3",NA,"None",-88,"None",100,"None","Survival","None","Not applicable","Day 7","%",10,100,0,"Fisher",0.05,1,-88,80,"NSG","None","CLAEMD",NA,5032,2012-10-30 13:21:34,NA,"SMC",2019-01-23 00:00:00,"true","{FF390FD9-4E64-48FA-847C-01793246BC99}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00520",34.29626,-118.28252,412,"Los Angeles","Los Angeles"
"396","SMC00520",1876,3424,589,2012-06-12,1,"LAR00520","HT169942-4","Grab","Samplewater","EPA 821/R-02-013","7 days","CeDu","12CerioEMD3",NA,"None",-88,"None",100,"None","Young/Female","None","Not applicable","Day 7","Num/rep",10,22.2,6.877,"Wilcox",0.05,0.0106,-88,80,"SL","None","CLAEMD",NA,5032,2012-10-30 13:21:34,NA,"SMC",2019-01-23 00:00:00,"true","{6C48C7DE-9DC3-4950-83CF-AB194B68582F}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00520",34.29626,-118.28252,412,"Los Angeles","Los Angeles"
"397","SMC00544",1126,2524,459,2011-06-22,1,"SGLR00544","SGR0611268c","Grab","Samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_SGR0611268cer_W_TOX",NA,"None",-88,"None",100,"None","Young/Female","None","Not applicable","Day 7","Num/rep",10,19.6,7.442,"T-test",0.05,0.606,5.712,80,"NSG","None","ABCL",NA,33,2011-10-14 14:51:50,NA,"SMC",2019-01-23 00:00:00,"true","{424B6EDE-8922-45FE-8183-16CC6916BE19}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00544",34.14677,-117.74153,405,"Los Angeles","San Gabriel"
"398","SMC00544",1124,2522,459,2011-06-22,1,"SGLR00544","SGR0611268c","Grab","Samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_SGR0611268cer_W_TOX",NA,"None",-88,"None",100,"None","Survival","None","Not applicable","Day 7","%",10,100,0,"Fisher",0.05,1,-88,80,"NSG","None","ABCL",NA,33,2011-10-14 14:51:50,NA,"SMC",2019-01-23 00:00:00,"true","{C96BC81C-AA31-4DA6-B8BA-D8CE1E9A04AC}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00544",34.14677,-117.74153,405,"Los Angeles","San Gabriel"
"399","SMC00608",1128,2526,460,2011-06-27,1,"SGLR00608","SGR0611295c","Grab","Samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_SGR0611295cer_W_TOX",NA,"None",-88,"None",100,"None","Survival","None","Not applicable","Day 7","%",10,100,0,"Fisher",0.05,1,-88,80,"NSG","None","ABCL",NA,33,2011-10-14 14:51:50,NA,"SMC",2019-01-23 00:00:00,"true","{B2824780-DE6A-4024-B4CF-7B60CE2B80B4}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00608",34.12344,-117.90223,405,"Los Angeles","San Gabriel"
"400","SMC00608",1130,2528,460,2011-06-27,1,"SGLR00608","SGR0611295c","Grab","Samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_SGR0611295cer_W_TOX",NA,"None",-88,"None",100,"None","Young/Female","None","Not applicable","Day 7","Num/rep",10,21.2,2.251,"T-test",0.05,0.019,2.321,80,"SG","None","ABCL",NA,33,2011-10-14 14:51:50,NA,"SMC",2019-01-23 00:00:00,"true","{FD525E05-4F12-4EE4-B04C-2925B8CB9EBE}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00608",34.12344,-117.90223,405,"Los Angeles","San Gabriel"
"401","SMC00632",1110,2508,457,2011-06-13,2,"SMC00632","LAR0611176h","Grab","Samplewater","EPA 821/R-02-013M","7 days","HyAz","ABCL_LAR0611176hya_W_TOX",NA,"None",-88,"None",100,"None","Survival","None","Not applicable","Day 7","%",5,0,0,"Mann-U",0.05,0.004,-88,80,"SL","None","ABCL",NA,33,2016-11-01 14:11:23,NA,"SMC",2019-01-23 00:00:00,"true","{9B864D10-088A-4EEB-9874-B4AF3CC585F5}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00632",34.14874,-118.55604,412,"Los Angeles","Los Angeles"
"402","SMC00632",1108,2506,457,2011-06-13,2,"SMC00632","LAR0611176h","Grab","Samplewater","EPA 821/R-02-013M","7 days","HyAz","ABCL_LAR0611176hya_W_TOX",NA,"None",-88,"None",100,"None","Biomass (wt/orig indiv)","None","Not applicable","Day 7","mg/ind",5,0,0,"T-test",0.05,0,0.00837,80,"SL","None","ABCL",NA,33,2016-11-01 14:11:23,NA,"SMC",2019-01-23 00:00:00,"true","{6B923B53-C072-4B75-9326-FEF044769D53}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00632",34.14874,-118.55604,412,"Los Angeles","Los Angeles"
"403","SMC00632",1106,2504,456,2011-06-13,1,"SMC00632","LAR0611175h","Grab","Samplewater","EPA 821/R-02-013M","7 days","HyAz","ABCL_LAR0611175hya_W_TOX",NA,"None",-88,"None",100,"None","Survival","None","Not applicable","Day 7","%",5,0,0,"Mann-U",0.05,0.004,-88,80,"SL","None","ABCL",NA,33,2016-11-01 14:11:23,NA,"SMC",2019-01-23 00:00:00,"true","{87C7AAF8-BA5E-40EB-9621-AB952C323D96}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00632",34.14874,-118.55604,412,"Los Angeles","Los Angeles"
"404","SMC00632",1104,2502,456,2011-06-13,1,"SMC00632","LAR0611175h","Grab","Samplewater","EPA 821/R-02-013M","7 days","HyAz","ABCL_LAR0611175hya_W_TOX",NA,"None",-88,"None",100,"None","Biomass (wt/orig indiv)","None","Not applicable","Day 7","mg/ind",5,0,0,"T-test",0.05,0,0.00837,80,"SL","None","ABCL",NA,33,2016-11-01 14:11:23,NA,"SMC",2019-01-23 00:00:00,"true","{062BF713-48C3-42D1-97B5-6D3F06635E65}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00632",34.14874,-118.55604,412,"Los Angeles","Los Angeles"
"405","SMC00660",3194,4953,835,2015-07-14,1,"408BA0660","VCF0715.109cer","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_VCF0715.109cer_W_TOX",NA,"None",-88,"None",100,"None","Survival","None","Not Applicable","Day 7","%",10,100,0,"Fisher",0.05,1,20,80,"NSG","None","ABCL",NA,5089,2015-10-13 12:31:02,NA,"SMC",2019-01-23 00:00:00,"true","{CD53E148-F6F9-4AB4-ACCB-93EA3F4B9210}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408BA0660",34.26784,-118.93781,408,"Ventura","Calleguas"
"406","SMC00660",3196,4955,835,2015-07-14,1,"408BA0660","VCF0715.109cer","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_VCF0715.109cer_W_TOX",NA,"None",-88,"None",100,"None","Young/female","None","Not Applicable","Day 7","Num/Rep",10,14.1,7.738,"T-test",0.05,0.002,20,21.76,"SL","None","ABCL",NA,5089,2015-10-13 12:31:02,NA,"SMC",2019-01-23 00:00:00,"true","{9175F744-9C82-4992-B221-A4C09E9B5002}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408BA0660",34.26784,-118.93781,408,"Ventura","Calleguas"
"407","SMC00684",910,2308,421,2011-06-27,1,"LAR00684","HT157629","Grab","Samplewater","EPA 821/R-02-013","7 days","CeDu","11CerioEMD5",NA,"None",-88,"None",100,"None","Young/Female","None","Not applicable","Day 7","Num/rep",10,17.9,10.94,"T-test",0.05,0.0683,8.013,80,"NSL","None","CLAEMD",NA,32,2011-10-03 15:49:41,NA,"SMC",2019-01-23 00:00:00,"true","{7640E413-73DC-46E0-AF06-D6C688FEFF5B}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00684",34.09698,-118.02373,412,"Los Angeles","Los Angeles"
"408","SMC00684",909,2307,421,2011-06-27,1,"LAR00684","HT157629","Grab","Samplewater","EPA 821/R-02-013","7 days","CeDu","11CerioEMD5",NA,"None",-88,"None",100,"None","Young/Female","None","Not applicable","Day 7","Num/rep",10,100,0,"Fisher",0.05,1,-88,80,"NSG","None","CLAEMD",NA,32,2011-10-03 15:49:41,NA,"SMC",2019-01-23 00:00:00,"true","{77EB5C34-C134-491E-8DC4-1E5CCD315790}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00684",34.09698,-118.02373,412,"Los Angeles","Los Angeles"
"409","SMC00686",1146,2544,464,2011-06-27,1,"SGLR00686","SGR0611299c","Grab","Samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_SGR0611299cer_W_TOX",NA,"None",-88,"None",100,"None","Young/Female","None","Not applicable","Day 7","Num/rep",10,21.8,3.011,"Mann-U",0.05,0.968,-88,80,"NSG","None","ABCL",NA,33,2011-10-14 14:51:50,NA,"SMC",2019-01-23 00:00:00,"true","{8FF0B9C0-900E-46D0-82B3-F41914DB6875}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00686",34.0322,-117.83819,405,"Los Angeles","San Gabriel"
"410","SMC00686",1144,2542,464,2011-06-27,1,"SGLR00686","SGR0611299c","Grab","Samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_SGR0611299cer_W_TOX",NA,"None",-88,"None",100,"None","Survival","None","Not applicable","Day 7","%",10,100,0,"Fisher",0.05,1,-88,80,"NSG","None","ABCL",NA,33,2011-10-14 14:51:50,NA,"SMC",2019-01-23 00:00:00,"true","{B0F38201-F34D-484E-AB3D-363CF34AA43F}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00686",34.0322,-117.83819,405,"Los Angeles","San Gabriel"
"411","SMC00748",954,2352,420,2011-07-12,1,"LAR00748","HT158130-1","Grab","Samplewater","EPA 821/R-02-013","7 days","CeDu","11CerioEMD4",NA,"None",-88,"None",100,"None","Young/Female","None","Not applicable","Day 7","Num/rep",10,13.5,5.104,"Wilcox",0.05,8e-04,-88,80,"SL","None","CLAEMD",NA,32,2011-10-03 15:49:41,NA,"SMC",2019-01-23 00:00:00,"true","{3A38A50C-79CD-4C52-A390-A081F6B18EB8}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00748",34.07548,-118.0788,412,"Los Angeles","Los Angeles"
"412","SMC00748",953,2351,420,2011-07-12,1,"LAR00748","HT158130-1","Grab","Samplewater","EPA 821/R-02-013","7 days","CeDu","11CerioEMD4",NA,"None",-88,"None",100,"None","Survival","None","Not applicable","Day 7","%",10,100,0,"Fisher",0.05,1,-88,80,"NSG","None","CLAEMD",NA,32,2011-10-03 15:49:41,NA,"SMC",2019-01-23 00:00:00,"true","{16A042A5-9B4D-4609-8CCF-48239B0990DD}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00748",34.07548,-118.0788,412,"Los Angeles","Los Angeles"
"413","SMC00756",150,726,99,2009-06-23,1,"LALT00503","HT132326-4","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","09CerioEMD4","","None",0,"none",0,"None","Young/female","None","Not Applicable","Day 7","Num/Rep",10,18.8,12.64,"T-test",0.05,0.073,8,80,"NSL","None","CLAEMD","",3727,2012-07-02 13:35:49,NA,"SMC",2019-01-23 00:00:00,"true","{FB2A71E5-10F3-446D-91D7-1DBC798E4088}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00756",34.14956,-118.39156,412,"Los Angeles","Los Angeles"
"414","SMC00756",149,725,99,2009-06-23,1,"LALT00503","HT132326-4","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","09CerioEMD4","","None",0,"none",0,"None","Survival","None","Not Applicable","Day 7","%",10,90,31.62,"Fisher",0.05,0.5,-88,80,"NSG","None","CLAEMD","",3727,2012-07-02 13:35:39,NA,"SMC",2019-01-23 00:00:00,"true","{AF2323F4-9A35-4C10-B207-857A5C661C37}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00756",34.14956,-118.39156,412,"Los Angeles","Los Angeles"
"415","SMC00827",433,1009,154,2009-06-15,1,"","VCF0609188cer","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_VCF0609188_W_TOX","","None",0,"None",100,"None","Young/female","None","Not Applicable","Day 7","Num/Rep",10,31.5,4.007,"T-test",0.05,0.954,4,80,"NSG","None","ABCL","",3727,2010-07-23 10:01:32,NA,"SMC",2019-01-23 00:00:00,"true","{16AF982D-ABC3-4F6F-9ADB-5D0CA577AF13}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00827",34.55734,-119.18833,403,"Ventura","Santa Clara"
"416","SMC00827",432,1008,154,2009-06-15,1,"","VCF0609188cer","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_VCF0609188_W_TOX","","None",0,"None",100,"None","Survival","None","Not Applicable","Day 7","%",10,100,0,"Fisher",0.05,1,-88,80,"NSG","None","ABCL","",3727,2010-07-23 10:01:32,NA,"SMC",2019-01-23 00:00:00,"true","{797C84D4-AF3D-4574-BE37-DC73F9EB2B37}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00827",34.55734,-119.18833,403,"Ventura","Santa Clara"
"417","SMC00830",957,2355,420,2011-07-12,1,"LAR00830","HT158130-3","Grab","Samplewater","EPA 821/R-02-013","7 days","CeDu","11CerioEMD4",NA,"None",-88,"None",100,"None","Survival","None","Not applicable","Day 7","%",10,90,0.3162,"Fisher",0.05,0.7632,-88,80,"NSG","None","CLAEMD",NA,32,2011-10-03 15:49:41,NA,"SMC",2019-01-23 00:00:00,"true","{88D9D7AE-5873-4E8D-99BE-3759F8D87B2B}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00830",33.94305,-118.16606,412,"Los Angeles","Los Angeles"
"418","SMC00830",958,2356,420,2011-07-12,1,"LAR00830","HT158130-3","Grab","Samplewater","EPA 821/R-02-013","7 days","CeDu","11CerioEMD4",NA,"None",-88,"None",100,"None","Young/Female","None","Not applicable","Day 7","Num/rep",10,26.6,9.524,"Wilcox",0.05,0.7044,-88,80,"NSG","None","CLAEMD",NA,32,2011-10-03 15:49:41,NA,"SMC",2019-01-23 00:00:00,"true","{8229252D-7AA0-4B30-A182-0EF2E9360C03}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00830",33.94305,-118.16606,412,"Los Angeles","Los Angeles"
"419","SMC00836",3168,4927,837,2015-06-24,1,"408BA0836","VCF0615.229cer","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_VCF0615.229cer_W_TOX",NA,"None",-88,"None",100,"None","Young/female","None","Not Applicable","Day 7","Num/Rep",10,20.4,2.119,"T-test",0.05,0.932,20,15.12,"NSG","None","ABCL",NA,5089,2015-10-13 12:31:02,NA,"SMC",2019-01-23 00:00:00,"true","{E7F1F227-620A-458D-8D82-4885FCCA4EE9}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408BA0836",34.19071,-119.00511,408,"Ventura","Calleguas"
"420","SMC00836",3166,4925,837,2015-06-24,1,"408BA0836","VCF0615.229cer","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_VCF0615.229cer_W_TOX",NA,"None",-88,"None",100,"None","Survival","None","Not Applicable","Day 7","%",10,100,0,"Fisher",0.05,1,20,80,"NSG","None","ABCL",NA,5089,2015-10-13 12:31:02,NA,"SMC",2019-01-23 00:00:00,"true","{C6BE4ECB-8495-4CC5-A7C3-5D1A56179E2A}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408BA0836",34.19071,-119.00511,408,"Ventura","Calleguas"
"421","SMC00911",413,989,149,2009-06-04,1,"","VCF0609109cer","Grab","samplewater","EPA 821/R-02-013","7 days","CeDu","ABCL_VCF0609109_W_TOX","","None",0,"None",100,"None","Young/female","None","Not Applicable","Day 7","Num/Rep",10,14.3,12.78,"T-test",0.05,0.133,7,80,"NSL","None","ABCL","",3727,2010-07-23 10:01:32,NA,"SMC",2019-01-23 00:00:00,"true","{03FA154C-4A65-4316-8B8C-FEA1812A4B9D}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00911",34.50797,-119.29854,402,"Ventura","Ventura"
