"","stationcode","objectid","sampleid","sampledate","samplemonth","sampleday","sampleyear","collectionmethodcode","fieldreplicate","databasecode","count","number_of_mmi_iterations","number_of_oe_iterations","pcnt_ambiguous_individuals","pcnt_ambiguous_taxa","e","mean_o","oovere","oovere_percentile","mmi","mmi_percentile","csci","csci_percentile","scoredate","scorenotes","cleaned","rand","processed_by","record_origin","origin_lastupdatedate","record_publish","globalid","created_user","created_date","last_edited_user","last_edited_date","login_email","login_agency","login_owner","login_year","login_project","masterid","latitude","longitude","huc","county","smcshed"
"607","412M08616",2566,"412M08616_06022016_BMI_RWB_1",2016-06-02,6,2,2016,"BMI_RWB",1,NA,592,20,20,0,0,10.47464465,4.8,0.45824944,0,0.52277153,0,0.49051048,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412M08616",34.18855,-118.61028,412,"Los Angeles","Los Angeles"
"608","412M08622",2567,"412M08622_06212016_BMI_RWB_1",2016-06-21,6,21,2016,"BMI_RWB",1,NA,605,20,20,0,0,7.42781803,8.05,1.08376376,0.67,0.72876658,0.06,0.90626517,0.28,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412M08622",34.19378,-118.10274,412,"Los Angeles","Los Angeles"
"609","412M08627",2568,"412M08627_05172017_BMI_RWB_MCM_1",2017-05-17,5,17,2017,"BMI_RWB_MCM",1,NA,600,20,20,0,0,7.79951153,4,0.51285263,0.01,0.26260518,0,0.3877289,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412M08627",33.86326,-118.19655,412,"Los Angeles","Los Angeles"
"610","412M08630",2569,"412M08630_05172017_BMI_RWB_1",2017-05-17,5,17,2017,"BMI_RWB",1,NA,571,20,20,0,0,9.45375876,2.6,0.27502288,0,0.35933685,0,0.31717987,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412M08630",34.05961,-118.08902,412,"Los Angeles","Los Angeles"
"611","412M08632",2570,"412M08632_05172017_BMI_RWB_MCM_1",2017-05-17,5,17,2017,"BMI_RWB_MCM",1,NA,365,1,1,0,0,11.00499772,3,0.27260342,0,0.46064089,0,0.36662216,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412M08632",34.23834,-118.6077,412,"Los Angeles","Los Angeles"
"612","412M08638",2571,"412M08638_06062017_BMI_RWB_1",2017-06-06,6,6,2017,"BMI_RWB",1,NA,589,20,20,2.5466893,7.89473684,8.29025973,7.6,0.91673847,0.33,1.0706148,0.65,0.99367663,0.48,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412M08638",34.20922,-118.17119,412,"Los Angeles","Los Angeles"
"613","412M08640",2572,"412M08640_05302018_BMI_RWB_1",2018-05-30,5,30,2018,"BMI_RWB",1,NA,677,20,20,0.88626292,16.66666667,10.48699217,3.75,0.35758585,0,0.34666401,0,0.35212493,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412M08640",34.22095,-118.54618,412,"Los Angeles","Los Angeles"
"614","412M08641",2573,"412M08641_07082019_BMI_RWB_1",2019-07-08,7,8,2019,"BMI_RWB",1,NA,551,20,20,3.08529946,5.88235294,6.4075901,6.7,1.04563493,0.59,0.66579401,0.03,0.85571447,0.18,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"false","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412M08641",34.30548,-118.06798,412,"Los Angeles","Los Angeles"
"615","412M08642",2574,"412M08642_06202018_BMI_RWB_1",2018-06-20,6,20,2018,"BMI_RWB",1,NA,585,20,20,2.22222222,11.11111111,7.73556497,6.55,0.84673841,0.21,0.50609374,0,0.67641607,0.02,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412M08642",34.0472,-118.22979,412,"Los Angeles","Los Angeles"
"616","412M08643",2575,"412M08643_05232018_BMI_RWB_1",2018-05-23,5,23,2018,"BMI_RWB",1,NA,587,20,20,0,0,7.73175807,3.6,0.46561209,0,0.22625196,0,0.34593202,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412M08643",33.8084,-118.20559,412,"Los Angeles","Los Angeles"
"617","412M08645",2576,"412M08645_07152019_BMI_RWB_1",2019-07-15,7,15,2019,"BMI_RWB",1,NA,355,1,1,0.28169014,3.57142857,6.88010857,6,0.87207926,0.25,0.49242899,0,0.68225413,0.02,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"false","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412M08645",34.28922,-118.50195,412,"Los Angeles","Los Angeles"
"618","412M08646",2577,"412M08646_07162019_BMI_RWB_1",2019-07-16,7,16,2019,"BMI_RWB",1,NA,681,20,20,0.73421439,7.69230769,10.46032514,7.4,0.70743499,0.06,0.54948322,0.01,0.6284591,0.01,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"false","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412M08646",34.1289,-118.08133,412,"Los Angeles","Los Angeles"
"619","412M08647",2578,"412M08647_07162019_BMI_RWB_1",2019-07-16,7,16,2019,"BMI_RWB",1,NA,568,20,20,0.35211268,4,7.83912276,8,1.02052235,0.54,0.7462252,0.08,0.88337378,0.23,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"false","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412M08647",34.27872,-118.30172,412,"Los Angeles","Los Angeles"
"620","412PS0020",2579,"412PS0020_05142008_BMI_RWB_1",2008-05-14,5,14,2008,"BMI_RWB",1,NA,599,20,20,0,0,8.89805351,3,0.33715239,0,0.32926905,0,0.33321072,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412PS0020",34.07077,-118.09545,412,"Los Angeles","Los Angeles"
"621","412PS0020",2581,"412PS0020_06022016_BMI_RWB_MCM_1",2016-06-02,6,2,2016,"BMI_RWB_MCM",1,NA,611,20,20,0.65466448,12.5,8.89805351,2.5,0.28096032,0,0.35109606,0,0.31602819,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412PS0020",34.07077,-118.09545,412,"Los Angeles","Los Angeles"
"622","412PS0020",2580,"412PS0020_05222008_BMI_RWB_1",2008-05-22,5,22,2008,"BMI_RWB",1,NA,596,20,20,0,0,8.89805351,3.6,0.40458287,0,0.44603015,0,0.42530651,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412PS0020",34.07077,-118.09545,412,"Los Angeles","Los Angeles"
"623","412PS0040",2582,"412PS0040_05202008_BMI_RWB_1",2008-05-20,5,20,2008,"BMI_RWB",1,NA,589,20,20,0,0,8.89397439,5.6,0.62963977,0.03,0.58554315,0.01,0.60759146,0.01,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412PS0040",34.26065,-118.48935,412,"Los Angeles","Los Angeles"
"624","412PS0040",2583,"412PS0040_07142016_BMI_RWB_MCM_1",2016-07-14,7,14,2016,"BMI_RWB_MCM",1,NA,600,20,20,0.16666667,4.54545455,8.89397439,5.65,0.63526155,0.03,0.48441965,0,0.5598406,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412PS0040",34.26065,-118.48935,412,"Los Angeles","Los Angeles"
"625","412S04204",2584,"412S04204_05112016_BMI_RWB_1",2016-05-11,5,11,2016,"BMI_RWB",1,NA,585,20,20,2.22222222,9.52380952,6.57979223,7,1.06386338,0.63,0.97807472,0.45,1.02096905,0.55,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412S04204",34.2036,-118.0185,412,"Los Angeles","Los Angeles"
"626","412WE0552",2588,"412WE0552_07252000_BMI_CSBP_Trans_1",2000-07-25,7,25,2000,"BMI_CSBP_Trans",1,NA,893,20,20,1.00783875,5,9.91129355,11.45,1.15524779,0.79,1.39756933,0.99,1.27640856,0.96,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412WE0552",34.23908,-118.18059,412,"Los Angeles","Los Angeles"
"627","412WE0552",2589,"412WE0552_07252000_BMI_RWB_1",2000-07-25,7,25,2000,"BMI_RWB",1,NA,477,1,20,3.5639413,10.16949153,9.91129355,10.9,1.09975554,0.7,1.241869,0.91,1.17081227,0.86,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412WE0552",34.23908,-118.18059,412,"Los Angeles","Los Angeles"
"628","412WE0552",2586,"412WE0552_06082016_BMI_RWB_1",2016-06-08,6,8,2016,"BMI_RWB",1,NA,597,20,20,0.33500838,4.54545455,9.91129355,9.7,0.97868154,0.46,0.78106817,0.11,0.87987485,0.23,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412WE0552",34.23908,-118.18059,412,"Los Angeles","Los Angeles"
"629","412WE0552",2585,"412WE0552_05242017_BMI_RWB_1",2017-05-24,5,24,2017,"BMI_RWB",1,NA,577,20,20,1.3864818,6.97674419,9.91129355,9.35,0.94336828,0.38,0.89046776,0.27,0.91691802,0.3,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412WE0552",34.23908,-118.18059,412,"Los Angeles","Los Angeles"
"630","412WE0552",2591,"412WE0552_08022018_BMI_RWB_1",2018-08-02,8,2,2018,"BMI_RWB",1,NA,556,20,20,0.17985612,3.03030303,9.91129355,9.25,0.93327878,0.36,0.57819127,0.01,0.75573503,0.06,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412WE0552",34.23908,-118.18059,412,"Los Angeles","Los Angeles"
"631","412WE0552",2587,"412WE0552_07232019_BMI_RWB_1",2019-07-23,7,23,2019,"BMI_RWB",1,NA,557,20,20,0.53859964,7.69230769,9.91129355,9.75,0.98372629,0.47,0.99562186,0.49,0.98967407,0.47,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"false","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412WE0552",34.23908,-118.18059,412,"Los Angeles","Los Angeles"
"632","412WE0552",2590,"412WE0552_07252000_BMI_TRC_1",2000-07-25,7,25,2000,"BMI_TRC",1,NA,479,1,20,0.41753653,1.85185185,9.91129355,9.9,0.99886054,0.5,1.44682,0.99,1.22284027,0.92,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412WE0552",34.23908,-118.18059,412,"Los Angeles","Los Angeles"
"633","412WE0552",2592,"412WE0552_08262015_BMI_RWB_1",2015-08-26,8,26,2015,"BMI_RWB",1,NA,575,20,20,2.08695652,11.94029851,9.91129355,11.55,1.16533729,0.81,0.79121878,0.12,0.97827804,0.45,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412WE0552",34.23908,-118.18059,412,"Los Angeles","Los Angeles"
"634","412WE0563",2595,"412WE0563_06212001_BMI_TRC_1",2001-06-21,6,21,2001,"BMI_TRC",1,NA,507,20,20,2.95857988,4.87804878,7.10776663,7,0.98483819,0.47,0.85254503,0.21,0.91869161,0.31,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412WE0563",34.34716,-118.04869,412,"Los Angeles","Los Angeles"
"635","412WE0563",2593,"412WE0563_06212001_BMI_CSBP_Trans_1",2001-06-21,6,21,2001,"BMI_CSBP_Trans",1,NA,850,20,20,0.11764706,1.35135135,7.10776663,8.85,1.24511685,0.9,1.0295481,0.57,1.13733248,0.8,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412WE0563",34.34716,-118.04869,412,"Los Angeles","Los Angeles"
"636","412WE0563",2594,"412WE0563_06212001_BMI_RWB_1",2001-06-21,6,21,2001,"BMI_RWB",1,NA,524,20,20,0.19083969,1.72413793,7.10776663,8.8,1.23808229,0.89,1.05754727,0.63,1.14781478,0.82,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412WE0563",34.34716,-118.04869,412,"Los Angeles","Los Angeles"
"637","412WE0896",2597,"412WE0896_06192001_BMI_RWB_1",2001-06-19,6,19,2001,"BMI_RWB",1,NA,521,20,20,0,0,7.77087682,6.35,0.8171536,0.17,1.27049995,0.93,1.04382678,0.61,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412WE0896",34.28771,-118.23008,412,"Los Angeles","Los Angeles"
"638","412WE0896",2598,"412WE0896_06192001_BMI_TRC_1",2001-06-19,6,19,2001,"BMI_TRC",1,NA,517,20,20,0,0,7.77087682,7.75,0.99731345,0.49,1.18836841,0.85,1.09284093,0.72,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412WE0896",34.28771,-118.23008,412,"Los Angeles","Los Angeles"
"639","412WE0896",2599,"412WE0896_09022015_BMI_RWB_1",2015-09-02,9,2,2015,"BMI_RWB",1,NA,590,20,20,2.37288136,7.54716981,7.77087682,7.7,0.99087917,0.48,0.77948508,0.11,0.88518212,0.24,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412WE0896",34.28771,-118.23008,412,"Los Angeles","Los Angeles"
"640","412WE0896",2596,"412WE0896_06192001_BMI_CSBP_Trans_1",2001-06-19,6,19,2001,"BMI_CSBP_Trans",1,NA,928,20,20,0.64655172,6.38297872,7.77087682,7.2,0.92653637,0.35,1.24645456,0.92,1.08649546,0.71,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"412WE0896",34.28771,-118.23008,412,"Los Angeles","Los Angeles"
"641","481M15356",2600,"481M15356_06242015_BMI_RWB_1",2015-06-24,6,24,2015,"BMI_RWB",1,NA,598,20,20,2.17391304,9.52380952,9.8378435,10.9,1.1079664,0.71,0.92333087,0.33,1.01564863,0.54,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"481M15356",34.23115,-117.66159,481,"Los Angeles","Middle Santa Ana"
"642","481S05856",2601,"481S05856_06132013_BMI_RWB_1",2013-06-13,6,13,2013,"BMI_RWB",1,NA,596,20,20,1.00671141,4.16666667,5.85059716,7.8,1.33319724,0.96,1.1046872,0.72,1.21894222,0.91,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","CEDEN",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"481S05856",34.19152,-117.67601,481,"Los Angeles","Middle Santa Ana"
"643","LALT500",6210,"LALT500_07032018_BMI_RWB_1",2018-07-03,7,3,2018,"BMI_RWB",1,NA,678,20,20,1.62241888,20,7.73827208,3,0.38768345,0,0.34953942,0,0.36861143,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LALT500",33.93557,-118.17126,412,"Los Angeles","Los Angeles"
"644","LALT500",6211,"LALT500_07112019_BMI_RWB_1",2019-07-11,7,11,2019,"BMI_RWB",1,NA,625,20,20,7.52,11.11111111,7.73827208,3,0.38768345,0,0.28128608,0,0.33448476,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"false","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LALT500",33.93557,-118.17126,412,"Los Angeles","Los Angeles"
"645","LALT500",6207,"LALT500_06202017_BMI_RWB_1",2017-06-20,6,20,2017,"BMI_RWB",1,NA,682,20,20,4.54545455,15.78947368,7.73827208,3,0.38768345,0,0.30556587,0,0.34662466,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LALT500",33.93557,-118.17126,412,"Los Angeles","Los Angeles"
"646","LALT500",6209,"LALT500_06222012_BMI_RWB_1",2012-06-22,6,22,2012,"BMI_RWB",1,NA,529,20,20,5.29300567,8.33333333,7.73827208,3,0.38768345,0,0.27762087,0,0.33265216,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LALT500",33.93557,-118.17126,412,"Los Angeles","Los Angeles"
"647","LALT500",6208,"LALT500_06212016_BMI_RWB_1",2016-06-21,6,21,2016,"BMI_RWB",1,NA,626,20,20,2.39616613,9.09090909,7.73827208,4,0.51691126,0.01,0.33882816,0,0.42786971,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LALT500",33.93557,-118.17126,412,"Los Angeles","Los Angeles"
"648","LALT501",6215,"LALT501_06212017_BMI_RWB_1",2017-06-21,6,21,2017,"BMI_RWB",1,NA,644,20,20,1.08695652,7.69230769,8.85183791,8.4,0.94895547,0.39,0.58459718,0.01,0.76677633,0.07,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LALT501",34.08009,-118.22419,412,"Los Angeles","Los Angeles"
"649","LALT501",6216,"LALT501_06262019_BMI_RWB_1",2019-06-26,6,26,2019,"BMI_RWB",1,NA,680,20,20,0.44117647,14.28571429,8.85183791,7,0.79079622,0.14,0.5384492,0,0.66462271,0.02,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"false","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LALT501",34.08009,-118.22419,412,"Los Angeles","Los Angeles"
"650","LALT501",6214,"LALT501_06212012_BMI_RWB_1",2012-06-21,6,21,2012,"BMI_RWB",1,NA,787,20,20,1.01651842,8.33333333,8.85183791,4.75,0.53661172,0.01,0.62146826,0.02,0.57903999,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LALT501",34.08009,-118.22419,412,"Los Angeles","Los Angeles"
"651","LALT501",6212,"LALT501_06152016_BMI_RWB_1",2016-06-15,6,15,2016,"BMI_RWB",1,NA,477,1,20,0.62893082,10.34482759,8.85183791,8.95,1.01108946,0.52,0.54614814,0.01,0.7786188,0.08,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LALT501",34.08009,-118.22419,412,"Los Angeles","Los Angeles"
"652","LALT501",6217,"LALT501_07032018_BMI_RWB_1",2018-07-03,7,3,2018,"BMI_RWB",1,NA,696,20,20,2.01149425,12.12121212,8.85183791,6.95,0.78514768,0.13,0.52379135,0,0.65446951,0.02,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LALT501",34.08009,-118.22419,412,"Los Angeles","Los Angeles"
"653","LALT501",6213,"LALT501_06152016_BMI_RWB_2",2016-06-15,6,15,2016,"BMI_RWB",2,NA,191,1,1,1.04712042,5.55555556,8.85183791,8,0.90376711,0.31,0.54082505,0.01,0.72229608,0.04,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LALT501",34.08009,-118.22419,412,"Los Angeles","Los Angeles"
"654","LALT502",6222,"LALT502_07062016_BMI_RWB_1",2016-07-06,7,6,2016,"BMI_RWB",1,NA,240,1,1,16.66666667,14.28571429,7.78172563,4,0.5140248,0.01,0.4205595,0,0.46729215,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LALT502",33.84655,-118.20894,412,"Los Angeles","Los Angeles"
"655","LALT502",6221,"LALT502_06272018_BMI_RWB_1",2018-06-27,6,27,2018,"BMI_RWB",1,NA,264,1,1,4.54545455,18.75,7.78172563,4,0.5140248,0.01,0.33700691,0,0.42551586,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LALT502",33.84655,-118.20894,412,"Los Angeles","Los Angeles"
"656","LALT502",6219,"LALT502_06222012_BMI_RWB_1",2012-06-22,6,22,2012,"BMI_RWB",1,NA,602,20,20,1.32890365,8,7.78172563,6,0.77103721,0.11,0.52302446,0,0.64703084,0.01,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LALT502",33.84655,-118.20894,412,"Los Angeles","Los Angeles"
"657","LALT502",6220,"LALT502_06262019_BMI_RWB_1",2019-06-26,6,26,2019,"BMI_RWB",1,NA,186,1,1,7.52688172,20,7.78172563,4,0.5140248,0.01,0.53897557,0.01,0.52650019,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"false","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LALT502",33.84655,-118.20894,412,"Los Angeles","Los Angeles"
"658","LALT502",6218,"LALT502_06202017_BMI_RWB_1",2017-06-20,6,20,2017,"BMI_RWB",1,NA,596,20,20,6.04026846,15.38461538,7.78172563,4,0.5140248,0.01,0.50002016,0,0.50702248,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LALT502",33.84655,-118.20894,412,"Los Angeles","Los Angeles"
"659","LALT503",6223,"LALT503_06152016_BMI_RWB_1",2016-06-15,6,15,2016,"BMI_RWB",1,NA,295,1,1,0.33898305,5.26315789,7.6618792,5,0.65258142,0.03,0.39167994,0,0.52213068,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LALT503",34.14832,-118.38907,412,"Los Angeles","Los Angeles"
"660","LALT503",6224,"LALT503_06212012_BMI_RWB_1",2012-06-21,6,21,2012,"BMI_RWB",1,NA,134,1,1,5.97014925,30,7.6618792,2,0.26103257,0,0.42785953,0,0.34444605,0,2020-08-10 16:08:18,"Distinct set to NA","Yes",2,"machine","SMC",2020-08-10 16:08:18,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LALT503",34.14832,-118.38907,412,"Los Angeles","Los Angeles"
