"","stationcode","objectid","iaas_rowid","aarowid","cramversion","projectname","indexscore","bioticstructure","bufferandlandscapecontext","hydrology","physicalstructure","visitdate","aaname","projectsiteid","wetlandclass","wetlandsubclass","lastupdatedate","record_publish","sampledate","masterid","latitude","longitude","huc","county","smcshed"
"215","408M03015",112,112,4407,"6.1","SMC/VCWPD",50,25,67.67,58.33,50,2015-06-15,"SMC2_03015","408M03015","riverine","confined",NA,"true",2015-06-15,"408M03015",34.20947,-118.88115,408,"Ventura","Calleguas"
"216","408M03019",130,130,4389,"6.1","SMC/VCWPD",71,58.33,75,75,75,2015-07-14,"SMC2_03019","408M03019","riverine","non-confined",NA,"true",2015-07-14,"408M03019",34.26742,-118.94037,408,"Ventura","Calleguas"
"217","408M03020",569,1278,5396,"6.1","SMC/VCWPD",64,72.22,82.92,50,50,2016-07-12,"408M03020","408M03020","riverine","confined",NA,"true",2016-07-12,"408M03020",34.16846,-119.05726,408,"Ventura","Calleguas"
"218","408M03027",572,1281,5399,"6.1","SMC/VCWPD",74,86.11,90.29,58.33,62.5,2016-06-29,"408M03027","408M03027","riverine","confined",NA,"true",2016-06-29,"408M03027",34.22489,-118.92975,408,"Ventura","Calleguas"
"219","408M03036",577,1286,5404,"6.1","SMC/VCWPD",50,50,73.25,50,25,2016-06-20,"408M03036","408M03036","riverine","confined",NA,"true",2016-06-20,"408M03036",34.17991,-119.07852,408,"Ventura","Calleguas"
"220","408M03038",404,1536,6130,"6.1","SMC/VCWPD",53,25,67.67,58.33,62.5,2017-04-27,"408M03038","408M03038","riverine","confined",NA,"true",2017-04-27,"408M03038",34.27491,-118.88512,408,"Ventura","Calleguas"
"221","408M03047",385,1517,6109,"6.1","SMC/VCWPD",61,52.78,67.67,75,50,2017-05-30,"408M03047","408M03047","riverine","confined",NA,"true",2017-05-30,"408M03047",34.17338,-119.0517,408,"Ventura","Calleguas"
"222","408M03051",1815,1815,7173,"6.1","SMC/VCWPD",71,77.78,80.63,75,50,2019-01-06,"408M03051",NA,"riverine","non-confined",1900-01-18,"true",2019-01-06,"408M03051",34.26839,-118.9476,408,"Ventura","Calleguas"
"223","408M03052",384,1516,6119,"6.1","SMC/VCWPD",36,25,62.5,33.33,25,2017-05-30,"408M03052","408M03052","riverine","confined",NA,"true",2017-05-30,"408M03052",34.18063,-119.1039,408,"Ventura","Calleguas"
"224","408M03100",1843,1843,7242,"6.1","SMC/VCWPD",39,25,62.5,41.67,25,2019-09-05,"408M3100",NA,"riverine","confined",1900-01-18,"true",2019-09-05,"408M03100",34.1812,-119.0871,408,"Ventura","Calleguas"
"225","408M03111",1810,1810,7168,"6.1","SMC/VCWPD",64,66.67,78.5,75,37.5,2019-01-07,"408M03111",NA,"riverine","non-confined",1900-01-18,"true",2019-01-07,"408M03111",34.18105,-119.03278,408,"Ventura","Calleguas"
"226","408M03115",1657,1657,6680,"6.1","SMC/VCWPD",59,75,62.5,50,50,2018-01-06,"408M03115","SMC","riverine","non-confined",1900-01-18,"true",2018-01-06,"408M03115",34.26752,-118.94539,408,"Ventura","Calleguas"
"227","408M03116",1645,1645,6656,"6.1","SMC/VCWPD",36,25,62.5,33.33,25,2018-01-08,"408M03116","SMC","riverine","non-confined",1900-01-18,"true",2018-01-08,"408M03116",34.17233,-119.09741,408,"Ventura","Calleguas"
"228","408M03119",1653,1653,6671,"6.1","SMC/VCWPD",67,66.67,75,75,50,2018-01-06,"408M03119","SMC","riverine","non-confined",1900-01-18,"true",2018-01-06,"408M03119",34.2277,-118.97224,408,"Ventura","Calleguas"
"229","408PS0032",628,1181,668,"5.0.1","PSA_2008",61,64,67,75,38,2008-06-05,"Callegas Creek",NA,"riverine","non-confined",NA,"true",2008-06-05,"408M03020",34.1688,-119.05743,408,"Ventura","Calleguas"
"230","410M01628",1651,1651,6669,"6.1","SMC/VCWPD",36,25,62.5,33.33,25,2018-01-06,"410M01628","SMC","riverine","confined",1900-01-18,"true",2018-01-06,"410M01628",34.1625,-119.16675,410,"Ventura","Santa Clara"
"231","412CE0232",382,1514,6196,"6.1","SMC/LARWMP",36,25,62.5,33.33,25,2017-05-31,"LAR0232","412CE0232","riverine","confined",NA,"true",2017-05-31,"412CE0232",34.15907,-118.45624,412,"Los Angeles","Los Angeles"
"232","412CE0232",1860,1860,7271,"6.1","SMC/LARWMP",36,25,62.5,33.33,25,2019-01-07,"LAR0232",NA,"riverine","confined",1900-01-18,"true",2019-01-07,"412CE0232",34.15907,-118.45624,412,"Los Angeles","Los Angeles"
"233","412CE0232",1672,1672,6696,"6.1","SMC/LARWMP",36,25,62.5,33.33,25,2018-01-05,"LAR0232","SMC","riverine","confined",1900-01-18,"true",2018-01-05,"412CE0232",34.15907,-118.45624,412,"Los Angeles","Los Angeles"
"234","412CE0232",432,1321,5491,"6.1","SMC/LARWMP",39,33.33,62.5,33.33,25,2016-06-21,"LAR0232","412CE0232","riverine","confined",NA,"true",2016-06-21,"412CE0232",34.15907,-118.45624,412,"Los Angeles","Los Angeles"
"235","412CE0232",88,88,4469,"6.1","SMC/LARWMP",36,25,62.5,33.33,25,2015-07-16,"LAR0232","412CE0232","riverine","confined",NA,"true",2015-07-16,"412CE0232",34.15907,-118.45624,412,"Los Angeles","Los Angeles"
"236","412CE0616",90,90,4467,"6.1","SMC/LARWMP",36,25,62.5,33.33,25,2015-07-16,"LAR0616","412CE0616","riverine","confined",NA,"true",2015-07-16,"412CE0616",34.15397,-118.42994,412,"Los Angeles","Los Angeles"
"237","412CE0732",98,98,4458,"6.1","SMC/LARWMP",36,25,62.5,33.33,25,2015-09-02,"LAR0732","412CE0732","riverine","confined",NA,"true",2015-09-02,"412CE0732",34.15513,-118.31261,412,"Los Angeles","Los Angeles"
"238","412M08597",89,89,4468,"6.1","SMC/LARWMP",38,25,67.67,33.33,25,2015-07-16,"LAR08597","412M08597","riverine","confined",NA,"true",2015-07-16,"412M08597",34.15524,-118.43907,412,"Los Angeles","Los Angeles"
"239","412M08599",1675,1675,6699,"6.1","SMC/LARWMP",53,50,67.67,58.33,37.5,2018-01-06,"LAR08599","SMC","riverine","non-confined",1900-01-18,"true",2018-01-06,"412M08599",34.10602,-118.24338,412,"Los Angeles","Los Angeles"
"240","412M08599",100,100,4454,"6.1","SMC/LARWMP",45,33.33,62.5,58.33,25,2015-09-30,"LAR08599","412M08599","riverine","confined",NA,"true",2015-09-30,"412M08599",34.10602,-118.24338,412,"Los Angeles","Los Angeles"
"241","412M08599",1854,1854,7261,"6.1","SMC/LARWMP",50,50,67.67,58.33,25,2019-01-07,"LAR08599",NA,"riverine","non-confined",1900-01-18,"true",2019-01-07,"412M08599",34.10602,-118.24338,412,"Los Angeles","Los Angeles"
"242","412M08602",101,101,4453,"6.1","SMC/LARWMP",39,33.33,62.5,33.33,25,2015-09-30,"LAR08602","412M08602","riverine","confined",NA,"true",2015-09-30,"412M08602",33.97131,-118.16996,412,"Los Angeles","Los Angeles"
"243","412M08608",435,1343,5514,"6.1","SMC/LARWMP",61,61.11,75,58.33,50,2016-06-02,"LAR08608","412M08608","riverine","non-confined",NA,"true",2016-06-02,"412M08608",34.18543,-118.49768,412,"Los Angeles","Los Angeles"
"244","412M08610",428,1317,5487,"6.1","SMC/LARWMP",84,66.67,93.29,100,75,2016-07-14,"LAR08610","412M08610","riverine","confined",NA,"true",2016-07-14,"412M08610",34.20112,-118.01825,412,"Los Angeles","Los Angeles"
"245","412M08615",430,1319,5489,"6.1","SMC/LARWMP",39,33.33,62.5,33.33,25,2016-07-07,"LAR08615","412M08615","riverine","confined",NA,"true",2016-07-07,"412M08615",34.14392,-118.34294,412,"Los Angeles","Los Angeles"
"246","412M08616",605,1332,5503,"6.1","SMC/LARWMP",34,25,62.5,25,25,2016-06-02,"LAR08616","412M08616","riverine","confined",NA,"true",2016-06-02,"412M08616",34.18855,-118.61028,412,"Los Angeles","Los Angeles"
"247","412M08622",599,1326,5497,"6.1","SMC/LARWMP",77,52.78,93.29,75,87.5,2016-06-21,"LAR08622","412M08622","riverine","non-confined",NA,"true",2016-06-21,"412M08622",34.19378,-118.10274,412,"Los Angeles","Los Angeles"
"248","412M08627",392,1524,6198,"6.1","SMC/LARWMP",38,25,67.67,33.33,25,2017-05-17,"LAR08627","412M08627","riverine","confined",NA,"true",2017-05-17,"412M08627",33.86326,-118.19655,412,"Los Angeles","Los Angeles"
"249","412M08630",394,1526,6199,"6.1","SMC/LARWMP",33,25,50,33.33,25,2017-05-17,"LAR08630","412M08630","riverine","confined",NA,"true",2017-05-17,"412M08630",34.05961,-118.08902,412,"Los Angeles","Los Angeles"
"250","412M08632",393,1525,6200,"6.1","SMC/LARWMP",36,25,62.5,33.33,25,2017-05-17,"LAR08632","412M08632","riverine","confined",NA,"true",2017-05-17,"412M08632",34.23834,-118.6077,412,"Los Angeles","Los Angeles"
"251","412M08638",358,1490,6189,"6.1","SMC/LARWMP",77,66.67,93.29,75,75,2017-08-16,"LAR08638","412M08638","riverine","non-confined",NA,"true",2017-08-16,"412M08638",34.20922,-118.17119,412,"Los Angeles","Los Angeles"
"252","412M08640",1671,1671,6695,"6.1","SMC/LARWMP",36,25,62.5,33.33,25,2018-01-05,"LAR08640","SMC","riverine","confined",1900-01-18,"true",2018-01-05,"412M08640",34.22095,-118.54618,412,"Los Angeles","Los Angeles"
"253","412M08642",1669,1669,6693,"6.1","SMC/LARWMP",38,25,67.67,33.33,25,2018-01-06,"LAR08642","SMC","riverine","non-confined",1900-01-18,"true",2018-01-06,"412M08642",34.0472,-118.22979,412,"Los Angeles","Los Angeles"
"254","412M08643",1674,1674,6698,"6.1","SMC/LARWMP",40,33.33,67.67,33.33,25,2018-01-05,"LAR08643","SMC","riverine","confined",1900-01-18,"true",2018-01-05,"412M08643",33.8084,-118.20559,412,"Los Angeles","Los Angeles"
"255","412M08645",1859,1859,7269,"6.1","SMC/LARWMP",56,69.44,67.67,50,37.5,2019-01-07,"LAR08645",NA,"riverine","non-confined",1900-01-18,"true",2019-01-07,"412M08645",34.28922,-118.50195,412,"Los Angeles","Los Angeles"
"256","412M08646",1856,1856,7264,"6.1","SMC/LARWMP",36,25,62.5,33.33,25,2019-01-07,"LAR08646",NA,"riverine","non-confined",1900-01-18,"true",2019-01-07,"412M08646",34.1289,-118.08133,412,"Los Angeles","Los Angeles"
"257","412M08647",1857,1857,7265,"6.1","SMC/LARWMP",74,47.22,100,100,50,2019-01-07,"LAR08647",NA,"riverine","non-confined",1900-01-18,"true",2019-01-07,"412M08647",34.27872,-118.30172,412,"Los Angeles","Los Angeles"
"258","412PS0020",615,1342,5513,"6.1","SMC/LARWMP",34,25,62.5,25,25,2016-06-02,"LAR0020","412PS0020","riverine","confined",NA,"true",2016-06-02,"412PS0020",34.07077,-118.09545,412,"Los Angeles","Los Angeles"
"259","412PS0020",631,1178,671,"5.0.1","PSA_2008",33,25,25,58,25,2008-06-04,"Alhambra Wash",NA,"riverine","non-confined",NA,"true",2008-06-04,"412PS0020",34.07077,-118.09545,412,"Los Angeles","Los Angeles"
"260","412PS0020",721,1119,824,"5.0.1","PSA_2008",36,25,50,42,25,2008-08-05,"Alhambra Wash",NA,"riverine","confined",NA,"true",2008-08-05,"412PS0020",34.07077,-118.09545,412,"Los Angeles","Los Angeles"
"261","412PS0040",429,1318,5488,"6.1","SMC/LARWMP",39,25,62.5,41.67,25,2016-07-14,"LAR0040","412PS0040","riverine","confined",NA,"true",2016-07-14,"412PS0040",34.26065,-118.48935,412,"Los Angeles","Los Angeles"
"262","412PS0040",629,1180,669,"5.0.1","PSA_2008",31,25,25,50,25,2008-06-04,"Bull Creek",NA,"riverine","confined",NA,"true",2008-06-04,"412PS0040",34.26065,-118.48935,412,"Los Angeles","Los Angeles"
"263","412PS0052",630,1179,670,"5.0.1","PSA_2008",37,25,63,33,25,2008-06-04,"Los Angeles River",NA,"riverine","confined",NA,"true",2008-06-04,"412PS0052",34.1953,-118.58796,412,"Los Angeles","Los Angeles"
"264","412PS0052",408,1540,6201,"6.1","SMC/LARWMP",39,25,62.5,41.67,25,2017-04-25,"LAR0052","412PS0052","riverine","confined",NA,"true",2017-04-25,"412PS0052",34.1953,-118.58796,412,"Los Angeles","Los Angeles"
"265","412S04204",608,1335,5506,"6.1","RCMP_ABL_2016",76,58.33,93.29,91.67,62.5,2016-06-07,"Santa Anita Canyon Creek","412SO4204","riverine","non-confined",NA,"true",2016-06-07,"412S04204",34.2036,-118.0185,412,"Los Angeles","Los Angeles"
"266","412WE0552",604,1331,5502,"6.1","SMC/LARWMP",75,69.44,93.29,75,62.5,2016-06-08,"LAR0552","412WE0552","riverine","non-confined",NA,"true",2016-06-08,"412WE0552",34.23908,-118.18059,412,"Los Angeles","Los Angeles"
"267","412WE0552",1668,1668,6692,"6.1","SMC/LARWMP",79,66.67,93.29,91.67,62.5,2018-02-08,"LAR0552","SMC","riverine","non-confined",1900-01-18,"true",2018-02-08,"412WE0552",34.23908,-118.18059,412,"Los Angeles","Los Angeles"
"268","412WE0552",1855,1855,7262,"6.1","SMC/LARWMP",76,63.89,93.29,83.33,62.5,2019-01-07,"LAR0552",NA,"riverine","non-confined",1900-01-18,"true",2019-01-07,"412WE0552",34.23908,-118.18059,412,"Los Angeles","Los Angeles"
"269","412WE0552",390,1522,6192,"6.1","SMC/LARWMP",78,61.11,93.29,83.33,75,2017-05-24,"LAR0552","412WE0552","riverine","non-confined",NA,"true",2017-05-24,"412WE0552",34.23908,-118.18059,412,"Los Angeles","Los Angeles"
"270","412WE0552",97,97,4459,"6.1","SMC/LARWMP",79,75,93.29,83.33,62.5,2015-08-26,"LAR0552","412WE0552","riverine","confined",NA,"true",2015-08-26,"412WE0552",34.23908,-118.18059,412,"Los Angeles","Los Angeles"
"271","412WE0896",99,99,4457,"6.1","SMC/LARWMP",85,77.78,100,75,87.5,2015-09-02,"LAR0896","412WE0896","riverine","non-confined",NA,"true",2015-09-02,"412WE0896",34.28771,-118.23008,412,"Los Angeles","Los Angeles"
"272","481S05856",1462,378,3173,"6.1","SMC_CSULB",86,83.33,93.29,91.67,75,2013-06-13,"San Antonio Creek","481S05856","riverine","non-confined",NA,"true",2013-06-13,"481S05856",34.19152,-117.67601,481,"Los Angeles","Middle Santa Ana"
"273","LALT400",421,1310,5447,"6.1","SMC/LARWMP",52,58.33,67.67,33.33,50,2016-08-31,"LALT400","LALT400","riverine","confined",NA,"true",2016-08-31,"LALT400",34.13937,-118.2752,412,"Los Angeles","Los Angeles"
"274","LALT400",1693,1693,6769,"6.1","SMC/LARWMP",46,47.22,55.17,33.33,50,2018-01-12,"LALT400","SMC/LARWMP","riverine","confined",1900-01-18,"true",2018-01-12,"LALT400",34.13937,-118.2752,412,"Los Angeles","Los Angeles"
"275","LALT405",255,255,3686,"6.1","SMC/LARWMP",56,52.78,75,58.33,37.5,2014-08-08,"LALT405","SMC","riverine","confined",NA,"true",2014-08-08,"LALT405",34.17694,-118.49222,412,"Los Angeles","Los Angeles"
"276","LALT405",368,1500,6190,"6.1","SMC/LARWMP",59,55.56,80.63,50,50,2017-06-28,"LALT405","LALT405","riverine","confined",NA,"true",2017-06-28,"LALT405",34.17694,-118.49222,412,"Los Angeles","Los Angeles"
"277","LALT406",369,1501,6191,"6.1","SMC/LARWMP",69,47.22,86.42,66.67,75,2017-06-28,"LALT406","LALT406","riverine","non-confined",NA,"true",2017-06-28,"LALT406",34.17553,-118.09444,412,"Los Angeles","Los Angeles"
"278","LALT406",94,94,4463,"6.1","SMC/LARWMP",67,47.22,86.42,83.33,50,2015-08-07,"LALT406","LALT406","riverine","non-confined",NA,"true",2015-08-07,"LALT406",34.17553,-118.09444,412,"Los Angeles","Los Angeles"
"279","LALT407",91,91,4466,"6.1","SMC/LARWMP",79,80.56,85.38,75,75,2015-07-30,"LALT407","LALT407","riverine","non-confined",NA,"true",2015-07-30,"LALT407",34.26692,-118.34443,412,"Los Angeles","Los Angeles"
"280","LALT450",253,253,3722,"6.1","SMC/LARWMP",74,77.78,86.42,58.33,75,2014-09-12,"LALT450","LARWMP","riverine","non-confined",NA,"true",2014-09-12,"LALT450",34.18156,-118.17218,412,"Los Angeles","Los Angeles"
"281","LALT450",367,1499,6193,"6.1","SMC/LARWMP",72,80.56,73.92,58.33,75,2017-06-28,"LALT450","LALT450","riverine","non-confined",NA,"true",2017-06-28,"LALT450",34.18156,-118.17218,412,"Los Angeles","Los Angeles"
"282","LALT500",424,1313,5450,"6.1","SMC/LARWMP",42,33.33,67.67,41.67,25,2016-08-19,"LALT500","LALT500","riverine","confined",NA,"true",2016-08-19,"LALT500",33.93557,-118.17126,412,"Los Angeles","Los Angeles"
"283","LALT501",786,1054,976,"5.0.2","SMC_LA",39,25,63,42,25,2009-06-22,"Arroyo Seco (lower)",NA,"riverine","confined",NA,"true",2009-06-22,"LALT501",34.08009,-118.22419,412,"Los Angeles","Los Angeles"
"284","LALT501",254,254,3687,"6.1","SMC/LARWMP",28,25,30.17,33.33,25,2014-08-08,"LALT501","SMC","riverine","confined",NA,"true",2014-08-08,"LALT501",34.08009,-118.22419,412,"Los Angeles","Los Angeles"
"285","LALT502",371,1503,6194,"6.1","SMC/LARWMP",53,77.78,67.67,41.67,25,2017-06-23,"LALT502","LALT502","riverine","confined",NA,"true",2017-06-23,"LALT502",33.84655,-118.20894,412,"Los Angeles","Los Angeles"
"286","LALT502",784,1056,974,"5.0.2","SMC_LA",47,36,67,58,25,2009-06-22,"Compton Creek",NA,"riverine","confined",NA,"true",2009-06-22,"LALT502",33.84655,-118.20894,412,"Los Angeles","Los Angeles"
"287","LALT503",1692,1692,6768,"6.1","SMC/LARWMP",36,25,62.5,33.33,25,2018-01-12,"LALT503","SMC/LARWMP","riverine","confined",1900-01-18,"true",2018-01-12,"LALT503",34.14832,-118.38907,412,"Los Angeles","Los Angeles"
"288","LALT503",95,95,4462,"6.1","SMC/LARWMP",36,25,62.5,33.33,25,2015-08-07,"LALT503","LALT503","riverine","confined",NA,"true",2015-08-07,"LALT503",34.14832,-118.38907,412,"Los Angeles","Los Angeles"
"289","LALT503",785,1055,975,"5.0.2","SMC_LA",37,25,63,33,25,2009-06-23,"Tujunga Wash",NA,"riverine","confined",NA,"true",2009-06-23,"LALT503",34.14832,-118.38907,412,"Los Angeles","Los Angeles"
"290","LAUT401",92,92,4465,"6.1","SMC/LARWMP",70,72.22,85.38,58.33,62.5,2015-07-30,"LAUT401","LAUT401","riverine","non-confined",NA,"true",2015-07-30,"LAUT401",34.27758,-118.21266,412,"Los Angeles","Los Angeles"
"291","LAUT401",420,1309,5446,"6.1","SMC/LARWMP",82,75,93.29,83.33,75,2016-08-23,"LAUT401","LAUT401","riverine","non-confined",NA,"true",2016-08-23,"LAUT401",34.27758,-118.21266,412,"Los Angeles","Los Angeles"
"292","LAUT401",258,258,3681,"6.1","SMC/LARWMP",89,91.67,100,75,87.5,2014-08-07,"LAUT401","SMC","riverine","non-confined",NA,"true",2014-08-07,"LAUT401",34.27758,-118.21266,412,"Los Angeles","Los Angeles"
"293","LAUT402",1697,1697,6774,"6.1","SMC/LARWMP",70,52.78,93.29,83.33,50,2018-01-12,"LAUT402","SMC/LARWMP","riverine","non-confined",1900-01-18,"true",2018-01-12,"LAUT402",34.22196,-118.17681,412,"Los Angeles","Los Angeles"
"294","LAUT402",422,1311,5448,"6.1","SMC/LARWMP",74,55.56,93.29,83.33,62.5,2016-08-23,"LAUT402","LAUT402","riverine","non-confined",NA,"true",2016-08-23,"LAUT402",34.22196,-118.17681,412,"Los Angeles","Los Angeles"
"295","LAUT402",256,256,3685,"6.1","SMC/LARWMP",83,72.22,93.29,91.67,75,2014-08-07,"LAUT402","SMC","riverine","confined",NA,"true",2014-08-07,"LAUT402",34.22196,-118.17681,412,"Los Angeles","Los Angeles"
"296","LAUT403",93,93,4464,"6.1","SMC/LARWMP",84,77.78,90.29,91.67,75,2015-07-30,"LAUT403","LAUT403","riverine","confined",NA,"true",2015-07-30,"LAUT403",34.30973,-118.1419,412,"Los Angeles","Los Angeles"
"297","LAUT403",423,1312,5449,"6.1","SMC/LARWMP",80,61.11,90.29,91.67,75,2016-08-23,"LAUT403","LAUT403","riverine","non-confined",NA,"true",2016-08-23,"LAUT403",34.30973,-118.1419,412,"Los Angeles","Los Angeles"
"298","LAUT403",257,257,3683,"6.1","SMC/LARWMP",71,58.33,93.29,83.33,50,2014-08-07,"LAUT403","smc","riverine","non-confined",NA,"true",2014-08-07,"LAUT403",34.30973,-118.1419,412,"Los Angeles","Los Angeles"
"299","ME-CC",386,1518,6108,"6.1","SMC/VCWPD",68,80.56,67.67,75,50,2017-05-30,"ME-CC","ME-CC","riverine","confined",NA,"true",2017-05-30,"ME-CC",34.17912,-119.03968,408,"Ventura","Calleguas"
"300","ME-CC",1652,1652,6670,"6.1","SMC/VCWPD",63,77.78,75,50,50,2018-01-06,"ME-CC","SMC","riverine","non-confined",1900-01-18,"true",2018-01-06,"ME-CC",34.17912,-119.03968,408,"Ventura","Calleguas"
"301","ME-CC",290,290,3637,"6.1","SMC/VCWPD",66,61.11,75,66.67,62.5,2014-05-27,"ME-CC","SMC","riverine","non-confined",NA,"true",2014-05-27,"ME-CC",34.17912,-119.03968,408,"Ventura","Calleguas"
"302","ME-CC",1446,394,3114,"6.1","SMC/VCWPD",70,80.56,75,50,75,2013-06-12,"Calleguas Creek","SMC/VCWPD","riverine","non-confined",NA,"true",2013-06-12,"ME-CC",34.17912,-119.03968,408,"Ventura","Calleguas"
"303","ME-CC",120,120,4399,"6.1","SMC/VCWPD",65,58.33,75,75,50,2015-06-24,"ME-CC","ME-CC","riverine","non-confined",NA,"true",2015-06-24,"ME-CC",34.17912,-119.03968,408,"Ventura","Calleguas"
"304","ME-CC",568,1277,5395,"6.1","SMC/VCWPD",61,75,75,58.33,37.5,2016-07-12,"ME-CC","ME-CC","riverine","confined",NA,"true",2016-07-12,"ME-CC",34.17912,-119.03968,408,"Ventura","Calleguas"
"305","ME-CC",1809,1809,7167,"6.1","SMC/VCWPD",67,80.56,62.5,75,50,2019-01-07,"ME-CC",NA,"riverine","non-confined",1900-01-18,"true",2019-01-07,"ME-CC",34.17912,-119.03968,408,"Ventura","Calleguas"
"306","ME-SCR2",1847,1847,7246,"6.1","SMC/VCWPD",63,50,93.29,58.33,50,2019-01-06,"ME-SCR2",NA,"riverine","non-confined",1900-01-18,"true",2019-01-06,"403M01661",34.30608,-119.09618,403,"Ventura","Santa Clara"
"307","ME-VR2",374,1506,6106,"6.1","SMC/VCWPD",70,69.44,73.25,75,62.5,2017-06-21,"ME-VR2","ME-VR2","riverine","confined",NA,"true",2017-06-21,"ME-VR2",34.34584,-119.29948,402,"Ventura","Ventura"
"308","ME-VR2",103,103,4440,"6.1","SMC/VCWPD",78,97.22,73.25,66.67,75,2015-06-11,"ME-VR2","ME-VR2","riverine","confined",NA,"true",2015-06-11,"ME-VR2",34.34584,-119.29948,402,"Ventura","Ventura"
"309","ME-VR2",1444,396,3112,"6.1","SMC/VCWPD",73,61.11,78.5,91.67,62.5,2013-06-24,"Ventura River","SMC/VCWPD","riverine","non-confined",NA,"true",2013-06-24,"ME-VR2",34.34584,-119.29948,402,"Ventura","Ventura"
"310","ME-VR2",1808,1808,7166,"6.1","SMC/VCWPD",68,72.22,80.63,83.33,37.5,2019-01-07,"ME-VR2",NA,"riverine","non-confined",1900-01-18,"true",2019-01-07,"ME-VR2",34.34584,-119.29948,402,"Ventura","Ventura"
"311","ME-VR2",567,1276,5394,"6.1","SMC/VCWPD",72,77.78,73.25,75,62.5,2016-07-19,"ME-VR2","ME-VR2","riverine","non-confined",NA,"true",2016-07-19,"ME-VR2",34.34584,-119.29948,402,"Ventura","Ventura"
"312","ME-VR2",1658,1658,6681,"6.1","SMC/VCWPD",73,63.89,73.25,91.67,62.5,2018-01-06,"ME-VR2","SMC","riverine","confined",1900-01-18,"true",2018-01-06,"ME-VR2",34.34584,-119.29948,402,"Ventura","Ventura"
"313","ME-VR2",286,286,3641,"6.1","SMC/VCWPD",69,80.56,73.25,58.33,62.5,2014-05-19,"ME-VR2","SMC","riverine","non-confined",NA,"true",2014-05-19,"ME-VR2",34.34584,-119.29948,402,"Ventura","Ventura"
"314","SGLT506",250,250,3726,"6.1","SMC/SGRRMP",65,63.89,75,83.33,37.5,2014-09-12,"SGLT506","SGRRMP","riverine","non-confined",NA,"true",2014-09-12,"SGLT506",34.06173,-117.99129,405,"Los Angeles","San Gabriel"
"315","SGLT506",782,1058,972,"5.0.2","SMC_LA",58,56,67,58,50,2009-06-17,"Walnut Channel",NA,"riverine","confined",NA,"true",2009-06-17,"SGLT506",34.06173,-117.99129,405,"Los Angeles","San Gabriel"
"316","SGLT507",419,1308,5436,"6.1","SMC/SGRRMP",54,58.33,75,58.33,25,2016-08-19,"SGLT507","SGLT507","riverine","confined",NA,"true",2016-08-19,"SGLT507",34.03653,-118.03108,405,"Los Angeles","San Gabriel"
"317","SGLT507",1433,419,3016,"6.1","SMC/SGRRMP",53,47.22,75,66.67,25,2013-08-08,"SGLT507","SMC/SGRRMP","riverine","confined",NA,"true",2013-08-08,"SGLT507",34.03653,-118.03108,405,"Los Angeles","San Gabriel"
"318","SGLT508",147,147,4371,"6.1","SMC/SGRRMP",38,25,67.67,33.33,25,2015-07-24,"SGLT508","SGLT508","riverine","confined",NA,"true",2015-07-24,"SGLT508",33.79683,-118.08883,405,"Los Angeles","San Gabriel"
"319","SGLT510",1436,416,3019,"6.1","SMC/SGRRMP",58,36.11,93.29,66.67,37.5,2013-07-24,"SGLT510","SMC/SGRRMP","riverine","non-confined",NA,"true",2013-07-24,"SGLT510",34.11325,-117.96764,405,"Los Angeles","San Gabriel"
"320","SGLT510",149,149,4369,"6.1","SMC/SGRRMP",75,44.44,93.29,100,62.5,2015-07-24,"SGLT510","SGLT510","riverine","non-confined",NA,"true",2015-07-24,"SGLT510",34.11325,-117.96764,405,"Los Angeles","San Gabriel"
"321","SGLT511",148,148,4370,"6.1","SMC/SGRRMP",71,69.44,93.29,58.33,62.5,2015-07-24,"SGLT511","SGLT511","riverine","non-confined",NA,"true",2015-07-24,"SGLT511",34.09196,-117.82657,405,"Los Angeles","San Gabriel"
"322","SGLT511",418,1307,5435,"6.1","SMC/SGRRMP",70,63.89,93.29,58.33,62.5,2016-08-31,"SGLT511","SGLT511","riverine","non-confined",NA,"true",2016-08-31,"SGLT511",34.09196,-117.82657,405,"Los Angeles","San Gabriel"
"323","SGLT511",1434,418,3017,"6.1","SMC/SGRRMP",68,66.67,93.29,50,62.5,2013-08-08,"SGLT511","SMC/SGRRMP","riverine","non-confined",NA,"true",2013-08-08,"SGLT511",34.09196,-117.82657,405,"Los Angeles","San Gabriel"
"324","SGLT512",251,251,3724,"6.1","SMC/SGRRMP",58,52.78,85.38,58.33,37.5,2014-09-11,"SGLT512","SGRRMP","riverine","confined",NA,"true",2014-09-11,"SGLT512",34.02556,-118.05246,405,"Los Angeles","San Gabriel"
"325","SGLT512",596,1305,5433,"6.1","SMC/SGRRMP",54,55.56,85.38,50,25,2016-08-19,"SGLT512","SGLT512","riverine","non-confined",NA,"true",2016-08-19,"SGLT512",34.02556,-118.05246,405,"Los Angeles","San Gabriel"
"326","SGUR103",1411,404,3075,"6.1","SMC/SGRRMP",91,77.78,93.29,91.67,100,2013-07-10,"SGUR103","SMC/SGRRMP","riverine","confined",NA,"true",2013-07-10,"SGUR103",34.23218,-118.05822,405,"Los Angeles","San Gabriel"
"327","SGUT501",783,1057,973,"5.0.2","SMC_LA",83,69,100,75,88,2009-06-16,"San Gaberial River, West Fork",NA,"riverine","confined",NA,"true",2009-06-16,"SGUT501",34.2408,-117.8833,405,"Los Angeles","San Gabriel"
