"","stationcode","objectid","originalid","projectcode","stationdesc","sampledate","evaluator","determination","determinationcomments","channeltype","structurewidth","structureshape","structureshapecomments","rightsideofstructure","rightvegetation","rightsidecomments","leftsideofstructure","leftvegetation","leftsidecomments","bottom","bottomcomments","vegetation","lowflowpresence","lowflowwidth","gradecontrolpresence","gradecontrollocation","gradecontrolcomments","channelmodcomments","lastchangedate","record_timestamp","app_timestamp","sitetype","novelsite","record_origin","origin_lastupdatedate","record_publish","globalid","created_user","created_date","last_edited_user","last_edited_date","login_agency","login_email","login_owner","login_year","login_project","ceden_publish","masterid","latitude","longitude","huc","county","smcshed"
"291","ME-VR2",258,154,"SMC_VCWPD_2015",NA,2015-06-11,"Karin Wisenbaker","Site Visit",NA,"Natural","NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA",NA,"NA","NA","NA","Absent","NA",NA,NA,2015-11-13,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{0E3F55AA-1A1B-4868-B828-2D231CC9EF76}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ME-VR2",34.34584,-119.29948,402,"Ventura","Ventura"
"292","ME-VR2",1097,106,"SMC_VCWPD_2019",NA,2019-07-31,"K. Wisenbaker","Site visit","","Natural","NR","NR","","NR","NR","","NR","NR","","NR","","NR","NR","NR","Absent","NR","","1/4 of reach engineered",NA,NA,NA,NA,NA,"SMC",2019-10-30 11:30:03,"false","{A8838BB9-04D2-420D-860E-95DD507E9DBA}","checker",2019-10-30 11:30:03,"checker",2019-10-30 11:30:03,"ABCL","alexis@aquaticbioassay.com","VCWPD","2019","SMC",NA,"ME-VR2",34.34584,-119.29948,402,"Ventura","Ventura"
"293","SGLT506",946,NA,NA,NA,2017-06-22,"DO/NC","Site Visit",NA,"Engineered","50 to 100 m","Trapezoidal",NA,"Rock",NA,NA,"Rock",NA,NA,"Soft/Natural",NA,"No","Absent",NA,"Present","Within 10 m upstream",NA,NA,NA,2017-11-10 07:30:25,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{6B2BFF10-9BF3-4BDD-9910-0AA41E6B656E}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SGLT506",34.06173,-117.99129,405,"Los Angeles","San Gabriel"
"294","SGLT506",476,233,NA,NA,2018-07-02,"DO/NC","Site Visit",NA,"Engineered","50 to 100 m","Trapezoidal",NA,"Grouted rock",NA,NA,"Grouted rock",NA,NA,"Soft/Natural",NA,"No","Absent",NA,"Present","Within 10 m upstream",NA,NA,NA,2018-09-24 13:41:22,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{64E0177E-9E50-4063-9737-8663131745D6}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SGLT506",34.06173,-117.99129,405,"Los Angeles","San Gabriel"
"295","SGUR010",264,NA,"SMC_SGRRMP_2010","NA",2010-06-18,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA","NA","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,NA,NA,"Absent","NA","San Gabriel Canyon RD just downstream of A",NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{0B7B70AF-4903-489D-B9EF-E79992B944D8}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"405SGB010",34.19498,-117.86114,405,"Los Angeles","San Gabriel"
"296","SGUR103",88,NA,"SMC_SGRRMP_2010","NA",2010-07-22,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA","NA","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,NA,NA,"Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{1836D3C0-7DA6-49A5-9B59-AE8FEFB47308}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SGUR103",34.23218,-118.05822,405,"Los Angeles","San Gabriel"
"297","SGUR3984",473,230,NA,NA,2018-07-02,"DO/NC","Site Visit",NA,"Natural",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Absent",NA,NA,NA,NA,2018-09-24 10:44:17,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{CFA2535C-FC76-48AE-A693-7C54DFDC658F}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC03984",34.24613,-117.90186,405,"Los Angeles","San Gabriel"
"298","SGUR3984",947,NA,NA,NA,2017-06-29,"DO/NC","Site Visit",NA,"Natural",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Absent",NA,NA,NA,NA,2017-11-10 07:43:32,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{6CA4E1F6-79AE-4BE8-A809-840E9B26EC53}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC03984",34.24613,-117.90186,405,"Los Angeles","San Gabriel"
"299","SGUT502",89,131,"SMC_SGRRMP_2015",NA,2015-07-06,"Karin Wisenbaker","Site Visit",NA,"Natural","NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA",NA,"NA","NA","NA","Absent","NA",NA,NA,2015-11-13,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{01BED4C7-9655-41E9-8819-823BEB8C74DD}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SGUT502",34.2283,-117.76593,405,"Los Angeles","San Gabriel"
"300","SGUT503",90,129,"SMC_SGRRMP_2015",NA,2015-07-08,"Karin Wisenbaker","Site Visit",NA,"Natural","NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA",NA,"NA","NA","NA","Present","Within 10 m downstream",NA,NA,2015-11-13,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{3CDF095A-9C2B-4EFE-8DF9-798F526005BF}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SGUT503",34.29216,-117.83856,405,"Los Angeles","San Gabriel"
"301","SMC00027",1027,36,"SMC_VCWPD_2018",NA,2018-06-26,"Brianna Jones","Site visit","","Natural","NR","NR","","NR","NR","","NR","NR","","NR","","NR","NR","NR","Absent","NR","","",NA,NA,NA,NA,NA,"SMC",2019-04-05 06:49:25,"true","{9BBD1E03-F6D0-4181-B07C-81EE0610C44B}","checker",2019-04-05 06:49:25,"checker",2019-04-05 06:49:25,"ABCL","jeffb@sccwrp.org","VCWPD","2018","SMC",NA,"403BA0027",34.66254,-119.05249,403,"Ventura","Santa Clara"
"303","SMC00027",1091,100,"SMC_VCWPD_2019",NA,2019-06-18,"A. Wallengren","Site visit","","Natural","NR","NR","","NR","NR","","NR","NR","","NR","","NR","NR","NR","Absent","NR","","",NA,NA,NA,NA,NA,"SMC",2019-10-30 11:30:03,"false","{49A594EA-83F9-44AF-8482-B4E3E7F8BA18}","checker",2019-10-30 11:30:03,"checker",2019-10-30 11:30:03,"ABCL","alexis@aquaticbioassay.com","VCWPD","2019","SMC",NA,"403BA0027",34.66254,-119.05249,403,"Ventura","Santa Clara"
"304","SMC00027",963,NA,NA,NA,2017-06-13,"Wendy Willis","Site Visit",NA,"Natural",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Absent",NA,NA,NA,2018-05-17,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{52ABC7EA-B3FC-4A79-85C0-E9C0ADEA2741}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"403BA0027",34.66254,-119.05249,403,"Ventura","Santa Clara"
"305","SMC00027",91,166,"SMC_VCWPD_2015",NA,2015-07-13,"Wendy Willis","Site Visit",NA,"Natural","NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA",NA,"NA","NA","NA","Absent","NA",NA,NA,2015-11-13,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{3733F58E-EAFD-46E6-89B5-0D4DE354C7E9}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"403BA0027",34.66254,-119.05249,403,"Ventura","Santa Clara"
"307","SMC00036",1028,37,"SMC_VCWPD_2018",NA,2018-06-11,"Karin Wisenbaker","Site visit","","Engineered","5 to 10 m","Trapezoidal","","Earthen","NR","","Earthen","NR","","Soft/Natural","","No","Present","<1 m","Present","Within 10 m upstream","","",NA,NA,NA,NA,NA,"SMC",2019-04-05 06:49:25,"true","{88F4B4C4-886B-49DD-A40E-0206358789CF}","checker",2019-04-05 06:49:25,"checker",2019-04-05 06:49:25,"ABCL","jeffb@sccwrp.org","VCWPD","2018","SMC",NA,"408BA0036",34.21502,-118.87899,408,"Ventura","Calleguas"
"308","SMC00036",964,NA,NA,NA,2017-04-27,"Karin Wisenbaker","Site Visit",NA,"Engineered","<5 m","Trapezoidal",NA,"Earthen bare",NA,NA,"Earthen bare",NA,NA,"Soft/Natural",NA,"No","Absent",NA,"Present","Within 10 m upstream",NA,NA,2018-05-17,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{9DA31061-2FEA-43A9-80C8-E47ECE0516EF}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408BA0036",34.21502,-118.87899,408,"Ventura","Calleguas"
"309","SMC00036",92,167,"SMC_VCWPD_2015",NA,2015-06-15,"Karin Wisenbaker","Site Visit",NA,"Engineered","10 to 50 m","Natural",NA,"Earthen","No",NA,"Earthen","No",NA,"Soft/Natural",NA,"No","Absent","NA","Absent","NA",NA,NA,2015-11-13,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{8281B053-488B-40DD-BC07-1EA50CE47B0F}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408BA0036",34.21502,-118.87899,408,"Ventura","Calleguas"
"310","SMC00044",291,NA,"SMC_LARWMP_2008",NA,2008-06-05,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA",NA,"NA",NA,NA,"NA",NA,NA,NA,NA,"Not Recorded",NA,NA,"Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{AC57A75C-0D1A-437E-9FF8-0B0BEC3DD4B4}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00044",34.23585,-118.17152,412,"Los Angeles","Los Angeles"
"311","SMC00047",1082,91,"SMC_VCWPD_2019",NA,2019-05-15,"A. Wallengren","Site visit","","Natural","NR","NR","","NR","NR","","NR","NR","","NR","","NR","NR","NR","Absent","NR","","",NA,NA,NA,NA,NA,"SMC",2019-10-30 11:30:03,"false","{09A93ED1-0426-4E23-B6EE-BDD26F43CE52}","checker",2019-10-30 11:30:03,"checker",2019-10-30 11:30:03,"ABCL","alexis@aquaticbioassay.com","VCWPD","2019","SMC",NA,"403BA0047",34.27084,-119.1524,403,"Ventura","Santa Clara"
"312","SMC00080",290,NA,"SMC_LARWMP_2008",NA,2008-06-06,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA",NA,"NA",NA,NA,"NA",NA,NA,NA,NA,"Not Recorded",NA,NA,"Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{63050DF7-0104-47F7-82D3-73987F4D82B4}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00080",34.32909,-118.08188,412,"Los Angeles","Los Angeles"
"313","SMC00096",93,NA,"SMC_SGRRMP_2008","NA",2008-06-25,"B.Jones","Site visit","Review of historic data","Engineered","5 to 10 m","Rectangular","NA","Concrete","No","NA","Concrete","No","NA","Concrete","NA","Not Recorded","Absent","NA","Absent","NA","concrete to rock 35 m downstream of A",NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{25165937-A73E-4E12-B573-4057DE05352B}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00096",34.09451,-117.78462,405,"Los Angeles","San Gabriel"
"314","SMC00096",965,NA,NA,NA,2017-05-02,"Karin Wisenbaker","Site Visit",NA,"Engineered","5 to 10 m","Rectangular",NA,"Concrete",NA,NA,"Concrete",NA,NA,"Concrete",NA,"No","Absent",NA,"Absent",NA,NA,NA,2018-05-17,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{34A16305-8312-48CD-BB92-D018D064DF29}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00096",34.09451,-117.78462,405,"Los Angeles","San Gabriel"
"315","SMC00108",292,NA,"SMC_LARWMP_2008",NA,2008-06-05,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA",NA,"NA",NA,NA,"NA",NA,NA,NA,NA,"Not Recorded",NA,NA,"Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{7DE4F18F-11DA-4C83-90F2-5E849957364B}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00108",34.20727,-118.03128,412,"Los Angeles","Los Angeles"
"316","SMC00144",95,NA,"SMC_SGRRMP_2008","NA",2008-06-20,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA","NA","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,NA,NA,"Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{5F878168-2159-42E8-A2BB-42A89E4927F4}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00144",34.26705,-117.78759,405,"Los Angeles","San Gabriel"
"317","SMC00184",285,NA,"SMC_LARWMP_2008",NA,2008-06-12,"B.Jones","Site visit","Review of historic data","Engineered","10 to 50 m","Rectangular",NA,"Concrete","No",NA,"Concrete","No",NA,"Concrete",NA,"Not Recorded","Absent","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{CBA3BC93-F069-4342-9EA8-017D9C70DF5C}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00184",34.22031,-118.58713,412,"Los Angeles","Los Angeles"
"318","SMC00190",97,NA,"SMC_SGRRMP_2008","NA",2008-06-25,"B.Jones","Site visit","Review of historic data","Engineered","<5 m","Trapezoidal","NA","Concrete","No","NA","Concrete","No","NA","Concrete","NA","Not Recorded","Absent","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{E559B552-ACD8-40D5-803D-BA988DC78E1A}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00190",34.01488,-118.04783,405,"Los Angeles","San Gabriel"
"319","SMC00191",98,NA,"SMC_VCWPD_2010","NA",2010-07-12,"B.Jones","Site visit","Review of historic data","Engineered","10 to 50 m","Trapezoidal",NA,"Grouted Rock","No",NA,"Grouted Rock","No",NA,"Soft/Natural",NA,"Not Recorded","Absent","NA","Absent","NA",NA,"NA",NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{CDC099B8-C411-44BF-B821-E47501B278A7}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"403BA0191",34.36762,-119.0538,403,"Ventura","Santa Clara"
"320","SMC00208",101,NA,"SMC_SGRRMP_2008","NA",2008-06-18,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA","NA","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,NA,NA,"Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{C19F0BED-1068-4F62-B02C-D385623D1753}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00208",34.24464,-117.90908,405,"Los Angeles","San Gabriel"
"321","SMC00208",968,NA,NA,NA,2017-07-21,"Karin Wisenbaker","Site Visit",NA,"Natural",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Absent",NA,NA,NA,2018-05-17,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{83E970B1-D414-4A94-9B3F-13AA44299AF1}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00208",34.24464,-117.90908,405,"Los Angeles","San Gabriel"
"322","SMC00220",289,NA,"SMC_LARWMP_2008",NA,2008-06-06,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA",NA,"NA",NA,NA,"NA",NA,NA,NA,NA,"Not Recorded",NA,NA,"Absent","NA","present upstream 20m, downstream 50m",NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{25772DC0-81D7-4F0B-9CF9-D826A2177456}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00220",34.26605,-118.13692,412,"Los Angeles","Los Angeles"
"323","SMC00236",104,NA,"SMC_SGRRMP_2008","NA",2008-06-25,"B.Jones","Site visit","Review of historic data","Engineered","10 to 50 m","Rectangular","NA","Concrete","No","NA","Concrete","No","NA","Concrete","NA","Not Recorded","Absent","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{14B759BF-1F4D-4187-8F43-1EA092131E3F}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00236",34.08951,-117.94783,405,"Los Angeles","San Gabriel"
"324","SMC00236",969,NA,NA,NA,2017-05-02,"Karin Wisenbaker","Site Visit",NA,"Engineered","10 to 50 m","Rectangular",NA,"Concrete",NA,NA,"Concrete",NA,NA,"Concrete",NA,"No","Absent",NA,"Absent",NA,NA,NA,2018-05-17,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{5409078A-C6F4-4535-9E59-27AC137F5D93}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00236",34.08951,-117.94783,405,"Los Angeles","San Gabriel"
"325","SMC00244",284,NA,"SMC_LARWMP_2008",NA,2008-06-25,"B.Jones","Site visit","Review of historic data","Engineered","<5 m","Trapezoidal",NA,"Concrete","No",NA,"Concrete","No",NA,"Concrete",NA,"Not Recorded","Absent","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{0CEA8551-D6B3-4FD9-A327-C89EA2951206}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00244",34.23963,-118.4096,412,"Los Angeles","Los Angeles"
"327","SMC00271",1093,102,"SMC_VCWPD_2019",NA,2019-06-19,"A. Wallengren","Site visit","","Natural","NR","NR","","NR","NR","","NR","NR","","NR","","NR","NR","NR","Absent","NR","","",NA,NA,NA,NA,NA,"SMC",2019-10-30 11:30:03,"false","{A10BB325-0597-4308-9988-EB0181A61860}","checker",2019-10-30 11:30:03,"checker",2019-10-30 11:30:03,"ABCL","alexis@aquaticbioassay.com","VCWPD","2019","SMC",NA,"403M01539",34.5485,-119.16547,403,"Ventura","Santa Clara"
"328","SMC00271",971,NA,NA,NA,2017-04-20,"Wendy Willis","Site Visit",NA,"Natural",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Absent",NA,NA,NA,2018-05-17,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{CAF34755-FECE-49D8-9D3B-F778D2778A1E}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"403M01539",34.5485,-119.16547,403,"Ventura","Santa Clara"
"329","SMC00271",102,143,"SMC_VCWPD_2015",NA,2015-08-13,"Karin Wisenbaker","Site Visit",NA,"Natural","NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA",NA,"NA","NA","NA","Absent","NA",NA,NA,2015-11-13,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{A826A215-49EF-41AF-9BAC-A7D866DEC4FC}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"403M01539",34.5485,-119.16547,403,"Ventura","Santa Clara"
"330","SMC00271",1029,38,"SMC_VCWPD_2018",NA,2018-06-25,"Alexis Wallengren","Site visit","","Natural","NR","NR","","NR","NR","","NR","NR","","NR","","NR","NR","NR","Absent","NR","","",NA,NA,NA,NA,NA,"SMC",2019-04-05 06:49:25,"true","{45A7D13B-7773-4B27-AE3D-16F44CD940D3}","checker",2019-04-05 06:49:25,"checker",2019-04-05 06:49:25,"ABCL","jeffb@sccwrp.org","VCWPD","2018","SMC",NA,"403M01539",34.5485,-119.16547,403,"Ventura","Santa Clara"
"331","SMC00288",972,NA,NA,NA,2017-06-14,"Scott Johnson","Site Visit",NA,"Natural",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","Within 10 m upstream",NA,NA,2018-05-17,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{B89EB356-15C4-48EA-ADCE-A71B31DBB1C4}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00288",34.13118,-117.76,405,"Los Angeles","San Gabriel"
"332","SMC00318",288,NA,"SMC_LARWMP_2008",NA,2008-06-12,"B.Jones","Site visit","Review of historic data","Engineered","50 to 100 m","Trapezoidal",NA,"Concrete","No",NA,"Concrete","No",NA,"Concrete",NA,"Not Recorded","Present","5+ m","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{622E1A2E-3DF2-442D-B75B-3F6479E39641}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00318",33.81287,-118.20558,412,"Los Angeles","Los Angeles"
"333","SMC00318",1068,77,"SMC_LARWMP_2019",NA,2019-08-07,"K. Wisenbaker","Site visit","","Engineered","100+ m","Trapezoidal","","Concrete","No","","Concrete","No","","Concrete","","No","Present","5+ m","Absent","NR","","",NA,NA,NA,NA,NA,"SMC",2019-10-21 08:32:19,"false","{E8AE4F73-A90B-4B76-A67D-B46E86973A40}","checker",2019-10-21 08:32:19,"checker",2019-10-21 08:32:19,"ABCL","alexis@aquaticbioassay.com","LARWMP","2019","SMC",NA,"SMC00318",33.81287,-118.20558,412,"Los Angeles","Los Angeles"
"334","SMC00324",1030,39,"SMC_VCWPD_2018",NA,2018-07-11,"Karin Wisenbaker","Site visit","","Natural","NR","NR","","NR","NR","","NR","NR","","NR","","NR","NR","NR","Absent","NR","","",NA,NA,NA,NA,NA,"SMC",2019-04-05 06:49:25,"true","{CDF39856-5FA1-43C2-AF35-C8E3BB51B2FF}","checker",2019-04-05 06:49:25,"checker",2019-04-05 06:49:25,"ABCL","jeffb@sccwrp.org","VCWPD","2018","SMC",NA,"ME-SCR",34.30063,-119.1097,403,"Ventura","Santa Clara"
"335","SMC00324",106,151,"SMC_VCWPD_2015",NA,2015-06-17,"Karin Wisenbaker","Site Visit",NA,"Natural","NA","NA",NA,"NA","NA",NA,"NA","NA",NA,"NA",NA,"NA","NA","NA","Absent","NA",NA,NA,2015-11-13,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{90A27836-C84E-4D60-91B4-B5BF5FF37063}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ME-SCR",34.30063,-119.1097,403,"Ventura","Santa Clara"
"336","SMC00382",108,NA,"SMC_SGRRMP_2009","NA",2009-06-23,"B.Jones","Site visit","Review of historic data","Engineered","<5 m","Rectangular","NA","Concrete","No","NA","Concrete","No","NA","Concrete","NA","Not Recorded","Absent","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{0B3D36BA-D001-4980-A2DD-5C3104B63212}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00382",34.04437,-117.99413,405,"Los Angeles","San Gabriel"
"337","SMC00382",998,7,"SMC_LARWMP_2018",NA,2018-06-21,"Alexis Wallengren","Site visit","","Engineered","< 5 m","Rectangular","","Concrete","NR","","Concrete","NR","","Concrete","","No","Absent","NR","Absent","NR","","",NA,NA,NA,NA,NA,"SMC",2019-04-05 06:24:13,"true","{B9CDDF9B-F366-458C-9B87-476E04992833}","checker",2019-04-05 06:24:13,"checker",2019-04-05 06:24:13,"ABCL","jeffb@sccwrp.org","LARWMP","2018","SMC",NA,"SMC00382",34.04437,-117.99413,405,"Los Angeles","San Gabriel"
"338","SMC00428",109,NA,"SMC_SGRRMP_2008","NA",2008-07-02,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA","NA","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,NA,NA,"Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{4487E7FD-CC10-4946-AF06-E7126C1FA532}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00428",34.2481,-118.04976,405,"Los Angeles","San Gabriel"
"339","SMC00428",973,NA,NA,NA,2017-06-15,"Karin Wisenbaker","Site Visit",NA,"Natural",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Absent",NA,NA,NA,2018-05-17,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{92AEB248-8F6A-4D1E-9730-C1C4F03F6C36}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00428",34.2481,-118.04976,405,"Los Angeles","San Gabriel"
"340","SMC00436",298,NA,"SMC_LARWMP_2009",NA,2009-05-26,"B.Jones","Site visit","Review of historic data","Engineered","50 to 100 m","Trapezoidal",NA,"Concrete","No",NA,"Concrete","No",NA,"Concrete",NA,"Not Recorded","Absent","NA","Absent","NA","50m downstream",NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{117AD6DE-8644-44B8-87A9-6D248FAF5EE7}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00436",34.149,-118.27863,412,"Los Angeles","Los Angeles"
"341","SMC00436",974,NA,NA,NA,2017-05-31,"Wendy Willis","Site Visit",NA,"Engineered","50 to 100 m","Trapezoidal",NA,"Concrete",NA,NA,"Concrete",NA,NA,"Concrete",NA,"No","Absent",NA,"Absent",NA,NA,NA,2018-05-17,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{02C7D224-67E0-4DE2-97C4-E1237C824441}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00436",34.149,-118.27863,412,"Los Angeles","Los Angeles"
"342","SMC00440",300,NA,"SMC_LARWMP_2009",NA,2009-05-20,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA",NA,"NA",NA,NA,"NA",NA,NA,NA,NA,"Not Recorded",NA,NA,"Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{54D40D2E-BB8B-4E45-B8A4-F33FD2CE936B}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00440",34.28658,-118.52966,412,"Los Angeles","Los Angeles"
"343","SMC00440",999,8,"SMC_LARWMP_2018",NA,2018-05-23,"Brianna Jones","Site visit","","Natural","NR","NR","","NR","NR","","NR","NR","","NR","","NR","NR","NR","Absent","NR","","",NA,NA,NA,NA,NA,"SMC",2019-04-05 06:24:13,"true","{A48F4979-71FB-4577-A60D-80C0FF4DE7B8}","checker",2019-04-05 06:24:13,"checker",2019-04-05 06:24:13,"ABCL","jeffb@sccwrp.org","LARWMP","2018","SMC",NA,"SMC00440",34.28658,-118.52966,412,"Los Angeles","Los Angeles"
"344","SMC00446",110,NA,"SMC_SGRRMP_2010","NA",2010-07-01,"B.Jones","Site visit","Review of historic data","Engineered","<5 m","Natural","NA","Earthen","Yes","NA","Earthen","Yes","NA","Soft/Natural","NA","Not Recorded","Absent","NA","Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{DCC18338-F48D-48FB-BA4E-9D8D83ACA697}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00446",34.02018,-118.04627,405,"Los Angeles","San Gabriel"
"345","SMC00464",112,NA,"SMC_SGRRMP_2009","NA",2009-05-08,"B.Jones","Site visit","Review of historic data","Natural",NA,"NA","NA","NA",NA,"NA","NA",NA,"NA",NA,"NA",NA,NA,NA,"Absent","NA",NA,NA,NA,NA,NA,"exists","false","SMC",2019-01-23 00:00:00,"true","{1702743E-FFD3-47C2-99C5-64787713A6CD}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMC00464",34.24152,-117.86683,405,"Los Angeles","San Gabriel"
